unique_id,disease,location,event,start_date,end_date,duration,total,entropy
164,SMALLPOX,ALABAMA,CASES,1940-10-05 00:00:00,1941-06-07 00:00:00,27,7.0,2.521640636343318
165,SMALLPOX,ALABAMA,CASES,1941-11-08 00:00:00,1942-10-24 00:00:00,42,12.0,3.084962500721156
166,SMALLPOX,ALABAMA,CASES,1942-08-29 00:00:00,1943-04-17 00:00:00,25,11.0,2.7321588913645702
167,SMALLPOX,ALABAMA,CASES,1943-02-20 00:00:00,1943-10-23 00:00:00,27,7.0,2.1280852788913944
168,SMALLPOX,ALABAMA,CASES,1943-08-28 00:00:00,1944-04-22 00:00:00,26,5.0,1.9219280948873623
169,SMALLPOX,ALABAMA,CASES,1944-02-26 00:00:00,1944-08-12 00:00:00,16,3.0,0.9182958340544896
170,SMALLPOX,ALABAMA,CASES,1944-06-17 00:00:00,1944-10-21 00:00:00,10,2.0,1.0
171,SMALLPOX,ALABAMA,CASES,1944-08-26 00:00:00,1944-12-16 00:00:00,8,2.0,1.0
172,SMALLPOX,ALABAMA,CASES,1944-10-21 00:00:00,1945-05-12 00:00:00,21,4.0,2.0
173,SMALLPOX,ALABAMA,CASES,1945-09-01 00:00:00,1946-04-13 00:00:00,24,6.0,1.9182958340544896
174,SMALLPOX,ALABAMA,CASES,1947-03-08 00:00:00,1948-01-03 00:00:00,35,4.0,0.8112781244591328
175,COVID-19,DOMINICA,CASES,2020-06-20 00:00:00,2021-01-23 00:00:00,23,95.0,3.581273654523325
176,COVID-19,DOMINICA,CASES,2020-11-28 00:00:00,2021-06-26 00:00:00,22,120.0,4.032567069030397
177,COVID-19,DOMINICA,CASES,2021-05-01 00:00:00,2022-01-01 00:00:00,27,6723.0,4.3127062331172805
178,COVID-19,DOMINICA,CASES,2021-11-06 00:00:00,2022-05-07 00:00:00,18,7637.0,4.378068255599939
179,COVID-19,DOMINICA,CASES,2022-03-12 00:00:00,2022-09-10 00:00:00,18,3604.0,3.3302718553385064
180,COVID-19,ESTONIA,CASES,2020-06-13 00:00:00,2021-07-31 00:00:00,51,131626.0,4.937650307380599
181,COVID-19,ESTONIA,CASES,2021-06-05 00:00:00,2022-01-01 00:00:00,22,112699.0,4.405654990438287
182,COVID-19,ESTONIA,CASES,2021-11-06 00:00:00,2022-07-09 00:00:00,27,389468.0,4.272822401578127
183,COVID-19,ESTONIA,CASES,2022-05-14 00:00:00,2023-05-06 00:00:00,43,46209.0,5.235458627725788
184,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2011-06-25 00:00:00,2012-08-11 00:00:00,51,109.319943,5.801032215892311
185,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2013-07-13 00:00:00,2014-08-30 00:00:00,51,103.206495,5.7672822700167155
186,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2014-07-05 00:00:00,2015-03-28 00:00:00,30,88.933686,5.051184586562838
187,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2015-01-31 00:00:00,2015-09-05 00:00:00,23,54.95580700000001,4.892897788473661
188,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2016-07-16 00:00:00,2017-09-02 00:00:00,51,103.93600200000002,5.652503104106999
189,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2018-07-14 00:00:00,2019-08-31 00:00:00,51,83.604742,5.613125751991407
190,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2019-07-06 00:00:00,2020-08-01 00:00:00,48,140.383426,5.329199910355167
191,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2020-06-06 00:00:00,2020-10-10 00:00:00,10,13.946224,4.219092080577558
192,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2020-08-15 00:00:00,2021-04-03 00:00:00,25,27.747481,5.005593525624456
193,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2021-02-06 00:00:00,2021-11-13 00:00:00,32,36.375357,5.281631735539976
194,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2021-09-18 00:00:00,2022-03-26 00:00:00,19,46.861645,4.697015899130426
195,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2022-01-29 00:00:00,2022-08-20 00:00:00,21,53.282352,4.860488362282094
196,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2022-06-25 00:00:00,2023-08-12 00:00:00,51,131.170699,5.627670510910954
197,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2024-06-15 00:00:00,2025-05-31 00:00:00,42,96.63603399999998,5.2606908873472396
198,SMALLPOX,IOWA,CASES,1928-08-18 00:00:00,1929-02-16 00:00:00,18,628.5,3.751226458071539
199,SMALLPOX,IOWA,CASES,1928-12-22 00:00:00,1929-10-05 00:00:00,33,1279.0,5.10091440963691
200,SMALLPOX,IOWA,CASES,1929-08-10 00:00:00,1930-04-05 00:00:00,26,2097.0,4.68091293836139
201,SMALLPOX,IOWA,CASES,1930-02-08 00:00:00,1930-10-25 00:00:00,29,2327.0,4.827395412774805
202,SMALLPOX,IOWA,CASES,1930-08-30 00:00:00,1931-10-10 00:00:00,50,1985.0,5.379774686494495
203,SMALLPOX,IOWA,CASES,1931-08-15 00:00:00,1932-04-23 00:00:00,28,1281.0,4.74557680998896
204,SMALLPOX,IOWA,CASES,1932-02-27 00:00:00,1932-10-15 00:00:00,25,544.0,4.449301452752831
205,SMALLPOX,IOWA,CASES,1932-08-20 00:00:00,1933-02-18 00:00:00,18,449.0,3.982331414200492
206,SMALLPOX,IOWA,CASES,1932-12-24 00:00:00,1933-10-21 00:00:00,35,745.0,4.697622736519181
207,SMALLPOX,IOWA,CASES,1933-08-26 00:00:00,1934-02-17 00:00:00,17,96.0,3.230048569768723
208,SMALLPOX,IOWA,CASES,1933-12-23 00:00:00,1934-09-29 00:00:00,32,160.0,4.453646150985181
209,SMALLPOX,IOWA,CASES,1934-08-04 00:00:00,1935-01-05 00:00:00,14,20.0,3.384183719779189
210,SMALLPOX,IOWA,CASES,1934-11-10 00:00:00,1935-10-12 00:00:00,40,158.0,4.672518139116205
211,SMALLPOX,IOWA,CASES,1937-08-21 00:00:00,1938-04-16 00:00:00,26,1057.0,4.664930212137208
212,SMALLPOX,IOWA,CASES,1938-02-19 00:00:00,1938-10-15 00:00:00,26,764.0,4.525754663481634
213,SMALLPOX,IOWA,CASES,1938-08-20 00:00:00,1939-04-22 00:00:00,27,691.0,4.382600381207716
214,SMALLPOX,IOWA,CASES,1939-02-25 00:00:00,1939-10-21 00:00:00,26,693.0,4.526797274288386
215,SMALLPOX,IOWA,CASES,1939-08-26 00:00:00,1940-03-23 00:00:00,22,233.0,4.477551614136557
216,SMALLPOX,IOWA,CASES,1940-01-27 00:00:00,1940-11-02 00:00:00,32,287.0,4.488015108796134
217,SMALLPOX,IOWA,CASES,1940-09-07 00:00:00,1941-04-05 00:00:00,22,54.0,3.99006852167925
