unique_id,disease,location,event,start_date,end_date,duration,total,mean,median,variance,skewness,excess_kurtosis
23,COVID-19,NM,HOSPITALIZATIONS,2021-05-29 00:00:00,2022-05-21 00:00:00,43,15284.0,25.41396231353049,26.0,114.24246666071006,-0.17464333293112244,-0.46792501380061724
24,COVID-19,NM,HOSPITALIZATIONS,2022-03-26 00:00:00,2022-11-05 00:00:00,24,4588.0,17.469267654751526,17.0,63.36413834771577,-0.06572308001468183,-0.5547597046735699
25,COVID-19,NM,HOSPITALIZATIONS,2022-09-10 00:00:00,2023-03-25 00:00:00,20,3856.0,13.239626556016598,12.0,58.331583263029216,0.20413644537877318,-0.8057392420181548
26,COVID-19,NM,HOSPITALIZATIONS,2023-01-28 00:00:00,2023-08-12 00:00:00,20,2038.0,10.620215897939156,10.0,51.42691222031645,0.5930970800716627,-0.3095879212030006
27,COVID-19,NM,HOSPITALIZATIONS,2024-06-22 00:00:00,2024-10-12 00:00:00,8,140.0,7.878571428571428,8.0,19.763826530612246,0.14301515676143398,-0.8588252104371494
28,COVID-19,NM,HOSPITALIZATIONS,2024-08-17 00:00:00,2025-05-31 00:00:00,33,2085.0,19.762110311750597,19.0,48.87578259694403,0.26146474261633484,0.4116985023224675
29,RSV,MD,HOSPITALIZATIONS,2024-06-08 00:00:00,2025-05-31 00:00:00,43,2170.0,30.083410138248848,30.0,25.108710951602287,0.6989922971835724,0.45686689085149057
30,COVID-19,CAMEROON,CASES,2020-09-12 00:00:00,2021-08-28 00:00:00,42,63821.0,27.691700224064185,29.0,78.37247761095388,-0.6925891907825344,1.4329398916366385
31,COVID-19,CAMEROON,CASES,2021-07-03 00:00:00,2022-01-15 00:00:00,20,29179.0,14.787895404229069,14.0,27.092507784940324,-0.18580877001758409,1.0073061784905502
32,COVID-19,CAMEROON,CASES,2021-11-20 00:00:00,2022-06-18 00:00:00,22,13757.0,9.340990041433454,9.0,17.011806041697728,0.7423969288587853,3.4729027393526186
33,COVID-19,CAMEROON,CASES,2022-04-23 00:00:00,2022-10-22 00:00:00,18,1872.0,15.176282051282051,16.0,14.602471646942801,-1.7470672318161986,1.9164411281425684
34,COVID-19,CAMEROON,CASES,2022-08-27 00:00:00,2023-02-11 00:00:00,16,3026.0,7.2032385988103105,9.0,15.588898962898762,-1.2060783419807664,-0.36126565652545306
35,SCARLET FEVER,OKLAHOMA,CASES,1928-07-14 00:00:00,1929-02-23 00:00:00,24,958.0,19.275574112734866,20.0,57.13073949294154,-0.28705284564700534,-0.473591877740156
36,SCARLET FEVER,OKLAHOMA,CASES,1928-12-29 00:00:00,1929-08-31 00:00:00,27,904.0,13.856194690265486,13.0,83.89082445767093,0.5071231995600942,-0.5185082578440166
37,SCARLET FEVER,OKLAHOMA,CASES,1930-07-12 00:00:00,1931-03-28 00:00:00,29,1099.0,22.424021838034584,22.0,76.37525552636569,-0.23126381164733836,-0.5291735988719926
38,SCARLET FEVER,OKLAHOMA,CASES,1931-01-31 00:00:00,1931-08-15 00:00:00,20,633.0,10.060031595576616,9.0,49.28549573359887,0.6635822083572464,-0.14438328553504043
39,SCARLET FEVER,OKLAHOMA,CASES,1931-06-20 00:00:00,1932-01-02 00:00:00,20,699.0,18.832618025751074,20.0,45.821768682421855,-0.7990869038348302,0.1272198707420884
40,SCARLET FEVER,OKLAHOMA,CASES,1931-11-07 00:00:00,1932-08-13 00:00:00,32,957.0,13.688610240334379,12.0,102.4798389254124,0.7931342582947113,-0.09625315125457456
41,SCARLET FEVER,OKLAHOMA,CASES,1933-07-01 00:00:00,1934-07-28 00:00:00,48,1037.0,26.684667309546775,25.0,133.83402720368545,0.30087597522529824,-0.11899214806669178
42,SCARLET FEVER,OKLAHOMA,CASES,1935-06-08 00:00:00,1936-04-04 00:00:00,35,883.0,27.90260475651189,30.0,112.85574632962631,-0.7749266332734472,-0.044767361541815376
43,SCARLET FEVER,OKLAHOMA,CASES,1936-02-08 00:00:00,1936-09-26 00:00:00,25,722.0,11.419667590027702,11.0,54.31279878147038,0.8173470942786198,0.6391313183429159
44,SCARLET FEVER,OKLAHOMA,CASES,1936-08-01 00:00:00,1937-04-24 00:00:00,30,720.0,24.572222222222216,26.0,90.67533950617283,-0.5701102259853668,-0.40057194005350016
45,SCARLET FEVER,OKLAHOMA,CASES,1937-02-27 00:00:00,1937-09-04 00:00:00,19,547.0,10.115173674588664,9.0,55.63024507952635,0.6037479719284539,-0.4761937178920821
46,SCARLET FEVER,OKLAHOMA,CASES,1938-07-09 00:00:00,1939-08-26 00:00:00,51,1507.0,27.317850033178505,28.0,132.33228257074157,0.07996132721397137,0.037580519092140996
47,SCARLET FEVER,OKLAHOMA,CASES,1939-07-01 00:00:00,1940-04-27 00:00:00,35,719.0,25.87065368567455,27.0,104.9582347604558,-0.42805896374328906,-0.34706906597778575
48,SCARLET FEVER,OKLAHOMA,CASES,1940-03-02 00:00:00,1940-09-07 00:00:00,19,324.0,11.061728395061728,9.0,60.82335009907026,0.4821763666390436,-0.9316015312690413
49,SCARLET FEVER,OKLAHOMA,CASES,1941-07-19 00:00:00,1942-08-01 00:00:00,46,735.0,25.274829931972796,25.0,150.65916238604288,0.17963273274596336,-0.36259742490306524
50,SCARLET FEVER,OKLAHOMA,CASES,1942-06-06 00:00:00,1943-02-13 00:00:00,28,530.0,22.26981132075472,23.0,82.84229619081522,-0.4768774112348642,-0.3869922323628998
51,SCARLET FEVER,OKLAHOMA,CASES,1942-12-19 00:00:00,1943-09-25 00:00:00,32,543.0,14.292817679558013,13.0,84.12604417854563,0.5924673356001915,-0.13409779508421282
52,SCARLET FEVER,OKLAHOMA,CASES,1943-07-31 00:00:00,1944-01-29 00:00:00,18,625.0,17.708800000000004,17.0,28.916802560000004,-0.7703135963877467,0.8818763317208829
53,SCARLET FEVER,OKLAHOMA,CASES,1943-12-04 00:00:00,1944-09-02 00:00:00,31,795.0,12.305660377358489,10.0,64.51411890352438,0.7029404517625442,-0.0650883487391356
54,SCARLET FEVER,OKLAHOMA,CASES,1944-07-08 00:00:00,1945-03-17 00:00:00,28,715.5,24.589797344514327,25.0,54.838721901628176,-0.3584783471309164,-0.3486461888547967
55,SCARLET FEVER,OKLAHOMA,CASES,1945-01-20 00:00:00,1945-09-15 00:00:00,26,615.0,12.523577235772358,11.0,77.7811514310265,0.6494703915770127,-0.34468090146253383
56,SCARLET FEVER,OKLAHOMA,CASES,1945-07-21 00:00:00,1946-08-10 00:00:00,47,796.0,24.68467336683417,24.0,138.09780529532082,0.2163112880613239,-0.11662037166660344
57,SCARLET FEVER,OKLAHOMA,CASES,1946-08-03 00:00:00,1947-02-08 00:00:00,19,164.5,15.124620060790276,16.0,55.337053427074785,-0.28857445564916423,-0.8169064887071324
58,SCARLET FEVER,OKLAHOMA,CASES,1946-12-14 00:00:00,1947-07-12 00:00:00,22,201.0,12.778606965174127,13.0,58.51566174104602,0.32666534293801436,-0.4309777308344054
59,SCARLET FEVER,OKLAHOMA,CASES,1947-05-17 00:00:00,1947-09-20 00:00:00,10,59.5,9.3109243697479,10.0,31.172233599322084,0.0361792753211895,-1.066955039729564
60,SCARLET FEVER,OKLAHOMA,CASES,1947-07-26 00:00:00,1948-08-14 00:00:00,47,502.5,27.587064676616915,26.0,147.93197198089155,0.10484766038914582,-0.32710192923966774
61,SCARLET FEVER,OKLAHOMA,CASES,1948-07-24 00:00:00,1949-02-19 00:00:00,22,401.0,19.117206982543642,20.0,57.52491588982656,-0.5420606528129194,-0.24443383576301825
62,SCARLET FEVER,OKLAHOMA,CASES,1948-12-25 00:00:00,1949-09-24 00:00:00,31,315.5,11.083993660855786,8.0,81.49056788585523,1.0790449147326582,0.5881029660596955
63,SCARLET FEVER,OKLAHOMA,CASES,1949-07-30 00:00:00,1950-08-26 00:00:00,48,471.5,28.830328738069984,29.0,134.3805435822812,0.06955246016722935,-0.33393290406311715
64,SCARLET FEVER,OKLAHOMA,CASES,1965-06-12 00:00:00,1965-10-09 00:00:00,9,214.0,9.35981308411215,9.0,19.09950650711853,0.02883356320771045,-0.646852842476306
65,SCARLET FEVER,OKLAHOMA,CASES,1965-08-14 00:00:00,1966-02-05 00:00:00,17,526.0,13.64321926489227,14.0,51.543810168652946,-0.21425834120901358,-0.909515978860417
66,SCARLET FEVER,OKLAHOMA,CASES,1965-12-11 00:00:00,1967-01-28 00:00:00,51,3390.0,33.41750245821042,34.0,240.63277134340592,-0.14768041637262835,-0.9949891295434399
67,POLIOMYELITIS,INDIANA,CASES,1928-03-31 00:00:00,1928-09-08 00:00:00,15,6.0,15.333333333333332,13.0,10.555555555555555,0.3131933916891535,-1.606204986149584
68,POLIOMYELITIS,INDIANA,CASES,1928-07-14 00:00:00,1929-02-16 00:00:00,23,20.0,13.0,15.0,22.6,-1.1867179899057096,0.2853003367530733
69,POLIOMYELITIS,INDIANA,CASES,1929-04-13 00:00:00,1930-04-12 00:00:00,44,15.0,25.333333333333336,24.0,43.55555555555555,0.10694216989519466,-0.4967773844231571
70,POLIOMYELITIS,INDIANA,CASES,1930-02-15 00:00:00,1931-03-14 00:00:00,48,166.0,31.945783132530117,33.0,38.918747278269706,-0.2386911191361293,0.43093297239449546
71,POLIOMYELITIS,INDIANA,CASES,1931-01-17 00:00:00,1931-06-20 00:00:00,14,11.0,8.545454545454545,9.0,34.611570247933884,0.5380676306042487,0.3093994849522308
72,POLIOMYELITIS,INDIANA,CASES,1931-04-25 00:00:00,1932-01-09 00:00:00,29,53.0,22.999999999999996,23.0,38.90566037735848,0.29109904686411087,0.2590711230233307
73,POLIOMYELITIS,INDIANA,CASES,1931-11-14 00:00:00,1932-04-23 00:00:00,15,15.0,10.266666666666666,9.0,28.328888888888883,0.7267837121569171,-0.5494652489340073
74,POLIOMYELITIS,INDIANA,CASES,1932-02-27 00:00:00,1932-06-25 00:00:00,9,4.0,5.5,5.0,6.25,0.0,-1.0784
75,POLIOMYELITIS,INDIANA,CASES,1932-04-30 00:00:00,1932-09-17 00:00:00,12,6.0,10.166666666666668,10.0,31.138888888888893,-0.3418896330089414,-0.11479650910641892
76,POLIOMYELITIS,INDIANA,CASES,1932-07-23 00:00:00,1933-02-04 00:00:00,20,15.0,14.200000000000001,13.0,46.693333333333335,0.2976675941719579,0.28709432906251564
77,POLIOMYELITIS,INDIANA,CASES,1932-12-10 00:00:00,1933-04-22 00:00:00,11,7.0,11.571428571428573,10.0,14.244897959183676,0.5414039729526473,-1.0962184218520385
78,POLIOMYELITIS,INDIANA,CASES,1933-02-25 00:00:00,1933-08-05 00:00:00,15,15.0,12.266666666666667,11.0,33.26222222222222,0.064836725761829,-0.5947863548418701
79,POLIOMYELITIS,INDIANA,CASES,1933-06-10 00:00:00,1934-03-31 00:00:00,34,34.0,16.676470588235293,16.0,75.80709342560554,0.577591966278628,0.3802838606761201
80,POLIOMYELITIS,INDIANA,CASES,1934-02-03 00:00:00,1934-06-02 00:00:00,9,4.0,8.0,6.0,29.5,0.25276794593140406,-1.1286986498132718
81,POLIOMYELITIS,INDIANA,CASES,1934-04-07 00:00:00,1934-12-29 00:00:00,30,66.0,24.59090909090909,24.0,54.54476584022039,-0.37357576272904774,0.8593322421449052
82,POLIOMYELITIS,INDIANA,CASES,1934-11-03 00:00:00,1935-04-06 00:00:00,14,17.0,6.176470588235294,6.0,22.851211072664363,1.5935594400981818,3.0551285658784337
83,POLIOMYELITIS,INDIANA,CASES,1935-04-06 00:00:00,1936-04-11 00:00:00,45,48.0,25.770833333333332,27.0,62.05164930555555,0.6154239175149455,1.921829812063848
84,POLIOMYELITIS,INDIANA,CASES,1936-02-15 00:00:00,1936-07-11 00:00:00,13,4.0,13.5,13.0,18.25,0.3463135314296467,-0.9731656971289167
85,POLIOMYELITIS,INDIANA,CASES,1936-05-16 00:00:00,1937-02-13 00:00:00,31,51.0,18.901960784313722,20.0,35.81391772395232,-1.3296261813394827,2.0505361247651734
86,POLIOMYELITIS,INDIANA,CASES,1936-12-19 00:00:00,1937-05-08 00:00:00,12,6.0,13.5,11.0,16.583333333333332,0.4516396828939315,-1.5276886947299309
87,POLIOMYELITIS,INDIANA,CASES,1937-03-13 00:00:00,1938-02-12 00:00:00,40,144.0,24.083333333333336,25.0,32.11805555555556,-0.41701055434513495,3.063904023374726
88,POLIOMYELITIS,INDIANA,CASES,1937-12-18 00:00:00,1938-05-14 00:00:00,13,6.0,13.666666666666666,11.0,33.888888888888886,0.05876173070171867,-1.3082934694974466
89,POLIOMYELITIS,INDIANA,CASES,1938-03-19 00:00:00,1938-07-09 00:00:00,8,4.0,8.25,8.0,28.1875,0.14095125778709863,-0.9955801593895806
90,POLIOMYELITIS,INDIANA,CASES,1938-05-14 00:00:00,1938-09-17 00:00:00,10,6.0,7.333333333333334,8.0,35.22222222222222,0.11038222737412526,-1.0420245001940511
91,POLIOMYELITIS,INDIANA,CASES,1938-07-23 00:00:00,1939-01-14 00:00:00,17,8.0,9.25,11.0,14.6875,-1.617218448344406,1.3934631054775926
92,POLIOMYELITIS,INDIANA,CASES,1938-11-19 00:00:00,1939-06-03 00:00:00,20,6.0,14.333333333333332,13.0,3.2222222222222223,0.18569533817705386,-1.4839476813317474
93,POLIOMYELITIS,INDIANA,CASES,1940-04-06 00:00:00,1941-04-12 00:00:00,45,676.0,23.208579881656803,22.0,22.499393841252058,0.9087826262285832,0.9026092771142658
94,POLIOMYELITIS,INDIANA,CASES,1941-02-15 00:00:00,1942-02-07 00:00:00,43,122.5,30.963265306122445,30.0,54.79456892961266,0.7423524865699793,0.7165631689169483
95,POLIOMYELITIS,INDIANA,CASES,1941-12-13 00:00:00,1942-06-27 00:00:00,20,16.0,8.625,7.0,35.859375,0.22129320264490462,-0.8812394093439853
96,POLIOMYELITIS,INDIANA,CASES,1942-05-02 00:00:00,1943-04-03 00:00:00,40,89.0,21.134831460674153,19.0,64.61103396035854,1.2363292858833816,1.6988570074251514
97,POLIOMYELITIS,INDIANA,CASES,1943-02-06 00:00:00,1943-06-12 00:00:00,10,6.0,10.944444444444446,8.0,27.385802469135804,-0.01040432258043692,-1.282780903356579
98,POLIOMYELITIS,INDIANA,CASES,1943-04-17 00:00:00,1944-01-15 00:00:00,31,106.5,22.12206572769953,22.0,29.766007626352796,0.2916343879644374,3.7379111441877413
99,POLIOMYELITIS,INDIANA,CASES,1943-11-20 00:00:00,1944-06-03 00:00:00,20,15.0,11.866666666666667,10.0,26.782222222222224,1.5308705669772382,1.3947607166158722
100,POLIOMYELITIS,INDIANA,CASES,1944-04-08 00:00:00,1945-04-07 00:00:00,44,332.0,21.424698795180724,21.0,35.84673936710698,1.324131636111615,4.419259329337905
101,POLIOMYELITIS,INDIANA,CASES,1945-03-17 00:00:00,1946-03-09 00:00:00,43,197.0,26.086294416243653,25.0,46.545852766110954,0.22743814977580515,2.897420826527557
102,POLIOMYELITIS,INDIANA,CASES,1946-01-12 00:00:00,1946-05-25 00:00:00,11,6.0,7.5,8.0,14.249999999999998,-0.3346187007322217,-0.7196060326254226
103,POLIOMYELITIS,INDIANA,CASES,1946-03-30 00:00:00,1947-05-03 00:00:00,49,448.0,25.86272321428572,25.0,39.8661997269611,0.2323709688992646,0.5381728304513791
104,POLIOMYELITIS,INDIANA,CASES,1947-03-08 00:00:00,1948-03-27 00:00:00,47,217.0,29.93087557603687,28.0,51.833931491431116,0.9224629588476835,2.0100485944446715
105,POLIOMYELITIS,INDIANA,CASES,1948-01-31 00:00:00,1949-03-19 00:00:00,51,442.5,31.801506591337095,31.0,72.49657023489064,-0.12453394065793695,2.7300125195536316
106,POLIOMYELITIS,INDIANA,CASES,1949-01-22 00:00:00,1949-06-04 00:00:00,11,31.166666666666668,9.385026737967914,9.0,26.386513769338553,-0.04845521812502461,-0.8523200963675017
107,POLIOMYELITIS,INDIANA,CASES,1949-04-09 00:00:00,1950-05-27 00:00:00,51,1174.0,21.419222032935835,20.0,51.72842665200746,1.375515536017718,4.171659907802984
108,POLIOMYELITIS,INDIANA,CASES,1950-04-01 00:00:00,1951-04-07 00:00:00,45,619.0,26.829833064081846,27.0,55.40346109221855,0.2564570103584406,2.0694828319337297
109,POLIOMYELITIS,INDIANA,CASES,1951-02-10 00:00:00,1951-06-09 00:00:00,9,34.5,8.159420289855072,8.0,25.293425750892673,0.03737341399936359,-1.1607239250356205
110,POLIOMYELITIS,INDIANA,CASES,1951-04-14 00:00:00,1952-05-10 00:00:00,48,404.5,23.447053976102186,23.0,84.3415518895464,0.7520484250743775,1.8501838894996387
111,POLIOMYELITIS,INDIANA,CASES,1952-03-15 00:00:00,1953-03-07 00:00:00,43,1461.5,27.027711255559364,27.0,29.88804494981174,-0.05900577676388755,3.361154236435693
112,POLIOMYELITIS,INDIANA,CASES,1954-02-13 00:00:00,1955-03-12 00:00:00,48,889.0,31.152980877390327,31.0,53.511467492322744,-0.4168326536346069,2.4428410105982197
113,POLIOMYELITIS,INDIANA,CASES,1955-02-26 00:00:00,1956-03-17 00:00:00,47,485.5,27.614486783384823,27.0,75.80846847158983,-0.25054726217147594,1.4931017186033317
114,POLIOMYELITIS,INDIANA,CASES,1956-01-21 00:00:00,1956-05-12 00:00:00,8,18.75,7.973333333333334,7.0,22.852622222222223,0.07507451162511236,-1.1005931901739967
115,POLIOMYELITIS,INDIANA,CASES,1957-05-11 00:00:00,1958-05-17 00:00:00,45,219.5,20.365223993925582,18.0,102.70032441831573,0.9175859988007358,1.2660489583833021
116,POLIOMYELITIS,INDIANA,CASES,1958-03-22 00:00:00,1959-05-09 00:00:00,51,212.0,29.35691823899371,28.0,132.7389615719315,0.31572072058152006,0.3666801981529848
117,POLIOMYELITIS,INDIANA,CASES,1959-03-14 00:00:00,1960-04-30 00:00:00,51,190.8333333333333,26.00960698689957,25.0,128.99990770580274,0.49039329302143614,0.8671247191733147
118,POLIOMYELITIS,INDIANA,CASES,1961-04-08 00:00:00,1962-01-27 00:00:00,34,56.5,23.141592920353983,25.0,140.68791604667555,-0.28806735834756936,-0.9741098161174402
119,POLIOMYELITIS,INDIANA,CASES,1961-12-02 00:00:00,1962-07-07 00:00:00,23,42.0,14.142857142857142,13.0,75.02721088435374,0.26877752120379134,-0.9050039633310885
120,POLIOMYELITIS,INDIANA,CASES,1962-05-12 00:00:00,1963-04-20 00:00:00,41,68.0,24.012254901960784,24.0,158.74004589580926,0.10168007972328136,-0.7048347835321378
121,POLIOMYELITIS,INDIANA,CASES,1964-06-27 00:00:00,1965-07-10 00:00:00,46,59.84883720930233,25.708632860566027,25.0,251.29493810243423,0.15173481831491223,-1.2195745499943134
122,RSV,MT,HOSPITALIZATIONS,2024-06-22 00:00:00,2025-05-31 00:00:00,41,606.0,36.65016501650165,37.0,18.207648487621043,-0.3512180176899622,-0.29749766818200163
123,INFLUENZA,AZ,HOSPITALIZATIONS,2021-02-27 00:00:00,2021-08-07 00:00:00,15,95.0,8.621052631578948,9.0,37.62481994459834,0.4611517216179885,-0.5650741031815287
124,INFLUENZA,AZ,HOSPITALIZATIONS,2021-06-12 00:00:00,2022-03-19 00:00:00,32,1518.0,30.697628458498027,30.0,43.8934199357382,-1.4134625722777168,3.9168227859825544
125,INFLUENZA,AZ,HOSPITALIZATIONS,2022-01-22 00:00:00,2022-10-01 00:00:00,28,2579.0,14.097324544397052,15.0,41.37052017811414,0.33335045001629393,0.7241142838539436
126,INFLUENZA,AZ,HOSPITALIZATIONS,2022-08-06 00:00:00,2023-05-06 00:00:00,31,5961.0,19.684448917966783,19.0,28.25959543947249,1.1012056369713807,3.4625421397284963
127,INFLUENZA,AZ,HOSPITALIZATIONS,2023-03-11 00:00:00,2023-09-30 00:00:00,21,976.0,11.09016393442623,11.0,50.92834587476485,0.5165333939422317,-0.14904643987624544
128,INFLUENZA,AZ,HOSPITALIZATIONS,2023-08-05 00:00:00,2024-09-14 00:00:00,50,9751.0,24.365090759922055,22.0,68.5070533170626,1.3866386498274157,2.845288712254674
129,INFLUENZA,AZ,HOSPITALIZATIONS,2024-07-20 00:00:00,2025-05-31 00:00:00,37,19119.0,24.920864061927926,24.0,29.222724375003764,-0.07806366011304924,1.617555835820398
130,COVID-19,NIGERIA,CASES,2020-09-19 00:00:00,2021-06-26 00:00:00,32,111288.0,17.4673369994968,18.0,38.490055261961494,-0.02431634972812449,1.8370005473665216
131,COVID-19,NIGERIA,CASES,2021-05-01 00:00:00,2021-12-04 00:00:00,23,49883.0,17.443277268809016,17.0,31.652431750939108,-0.2980908610880612,0.9465006605807904
132,COVID-19,NIGERIA,CASES,2021-10-09 00:00:00,2022-06-04 00:00:00,26,50114.0,10.83551502574131,11.0,24.15375245155417,0.4781570774153569,3.6061358162252812
133,COVID-19,NIGERIA,CASES,2022-04-09 00:00:00,2023-03-04 00:00:00,39,11160.0,17.47383512544803,17.0,51.08641217353323,0.9239729980083828,3.082990627719905
134,INFLUENZA,MI,HOSPITALIZATIONS,2021-02-06 00:00:00,2021-08-07 00:00:00,18,58.0,10.086206896551724,10.0,26.009809750297265,0.8101221900873886,2.1526221167330855
135,INFLUENZA,MI,HOSPITALIZATIONS,2021-06-12 00:00:00,2022-02-26 00:00:00,29,705.0,29.581560283687946,29.0,24.924198983954536,-1.0901791994242556,2.9906760923063818
136,INFLUENZA,MI,HOSPITALIZATIONS,2022-01-01 00:00:00,2022-09-24 00:00:00,30,2378.0,14.105550883095042,15.0,45.303829574576596,-0.12832172670018502,0.4820456211372557
137,INFLUENZA,MI,HOSPITALIZATIONS,2022-07-30 00:00:00,2023-08-26 00:00:00,48,6878.0,21.949694678685667,21.0,32.91663192189957,2.597575034481139,10.974010793848729
138,INFLUENZA,MI,HOSPITALIZATIONS,2024-07-06 00:00:00,2025-05-31 00:00:00,39,14270.0,31.78156972669937,32.0,24.949695363568463,-1.2082688438624316,4.91211273282481
139,SMALLPOX,ALABAMA,CASES,1927-12-03 00:00:00,1928-05-19 00:00:00,16,185.5,13.778975741239892,14.0,38.49023183499103,-0.29723995619410665,-0.5555624142359448
140,SMALLPOX,ALABAMA,CASES,1928-03-24 00:00:00,1928-10-20 00:00:00,22,209.0,10.373205741626792,10.0,41.8320093404455,0.5327331115460263,0.1865655883150792
141,SMALLPOX,ALABAMA,CASES,1928-08-25 00:00:00,1929-08-31 00:00:00,45,204.0,22.764705882352942,22.0,73.2387543252595,-0.21505181957930344,0.3634424740367388
142,SMALLPOX,ALABAMA,CASES,1929-07-06 00:00:00,1930-03-29 00:00:00,30,323.0,22.427244582043343,19.0,37.03108435813628,0.9827333611146318,0.7561352056909167
143,SMALLPOX,ALABAMA,CASES,1930-02-01 00:00:00,1930-09-06 00:00:00,23,121.0,11.330578512396695,11.0,42.915511235571344,0.48109358669269703,-0.011420280280173944
144,SMALLPOX,ALABAMA,CASES,1930-07-12 00:00:00,1930-12-06 00:00:00,13,18.0,10.0,10.0,22.111111111111107,0.0833558803879148,0.2224186257922791
145,SMALLPOX,ALABAMA,CASES,1930-10-11 00:00:00,1931-10-03 00:00:00,43,295.0,27.098305084745764,27.0,64.82084458488941,-0.025258624461938918,0.5956978535313677
146,SMALLPOX,ALABAMA,CASES,1931-08-08 00:00:00,1931-12-12 00:00:00,10,16.0,9.4375,10.0,14.62109375,-0.26984636228857567,0.7767768692315062
