unique_id,disease,location,event,start_date,end_date,duration,total,PE
93,POLIOMYELITIS,INDIANA,CASES,1940-04-06 00:00:00,1941-04-12 00:00:00,45,676.0,0.8072957115455774
94,POLIOMYELITIS,INDIANA,CASES,1941-02-15 00:00:00,1942-02-07 00:00:00,43,122.5,0.7981609067183656
95,POLIOMYELITIS,INDIANA,CASES,1941-12-13 00:00:00,1942-06-27 00:00:00,20,16.0,0.7143840676365374
96,POLIOMYELITIS,INDIANA,CASES,1942-05-02 00:00:00,1943-04-03 00:00:00,40,89.0,0.8322076695868517
97,POLIOMYELITIS,INDIANA,CASES,1943-02-06 00:00:00,1943-06-12 00:00:00,10,6.0,0.49888869103067224
98,POLIOMYELITIS,INDIANA,CASES,1943-04-17 00:00:00,1944-01-15 00:00:00,31,106.5,0.868435551495186
99,POLIOMYELITIS,INDIANA,CASES,1943-11-20 00:00:00,1944-06-03 00:00:00,20,15.0,0.7597175345129806
100,POLIOMYELITIS,INDIANA,CASES,1944-04-08 00:00:00,1945-04-07 00:00:00,44,332.0,0.9049234861975884
101,POLIOMYELITIS,INDIANA,CASES,1945-03-17 00:00:00,1946-03-09 00:00:00,43,197.0,0.9177070040436102
102,POLIOMYELITIS,INDIANA,CASES,1946-01-12 00:00:00,1946-05-25 00:00:00,11,6.0,0.5983187821727768
103,POLIOMYELITIS,INDIANA,CASES,1946-03-30 00:00:00,1947-05-03 00:00:00,49,448.0,0.841926137914418
104,POLIOMYELITIS,INDIANA,CASES,1947-03-08 00:00:00,1948-03-27 00:00:00,47,217.0,0.7329690215728669
105,POLIOMYELITIS,INDIANA,CASES,1948-01-31 00:00:00,1949-03-19 00:00:00,51,442.5,0.9116152820627762
106,POLIOMYELITIS,INDIANA,CASES,1949-01-22 00:00:00,1949-06-04 00:00:00,11,31.166666666666668,0.42458559438899446
107,POLIOMYELITIS,INDIANA,CASES,1949-04-09 00:00:00,1950-05-27 00:00:00,51,1174.0,0.8541888177249651
108,POLIOMYELITIS,INDIANA,CASES,1950-04-01 00:00:00,1951-04-07 00:00:00,45,619.0,0.6906694740761669
109,POLIOMYELITIS,INDIANA,CASES,1951-02-10 00:00:00,1951-06-09 00:00:00,9,34.5,0.2586360316689621
110,POLIOMYELITIS,INDIANA,CASES,1951-04-14 00:00:00,1952-05-10 00:00:00,48,404.5,0.8280355853380131
111,POLIOMYELITIS,INDIANA,CASES,1952-03-15 00:00:00,1953-03-07 00:00:00,43,1461.5,0.841232996423545
112,POLIOMYELITIS,INDIANA,CASES,1954-02-13 00:00:00,1955-03-12 00:00:00,48,889.0,0.9497294009859948
113,POLIOMYELITIS,INDIANA,CASES,1955-02-26 00:00:00,1956-03-17 00:00:00,47,485.5,0.8840302530326053
114,POLIOMYELITIS,INDIANA,CASES,1956-01-21 00:00:00,1956-05-12 00:00:00,8,18.75,0.4019093486817523
115,POLIOMYELITIS,INDIANA,CASES,1957-05-11 00:00:00,1958-05-17 00:00:00,45,219.5,0.7505423219486904
116,POLIOMYELITIS,INDIANA,CASES,1958-03-22 00:00:00,1959-05-09 00:00:00,51,212.0,0.7745612731377333
117,POLIOMYELITIS,INDIANA,CASES,1959-03-14 00:00:00,1960-04-30 00:00:00,51,190.8333333333333,0.7509595660593004
118,POLIOMYELITIS,INDIANA,CASES,1961-04-08 00:00:00,1962-01-27 00:00:00,34,56.5,0.3767664042258143
119,POLIOMYELITIS,INDIANA,CASES,1961-12-02 00:00:00,1962-07-07 00:00:00,23,42.0,0.21695679408822005
120,POLIOMYELITIS,INDIANA,CASES,1962-05-12 00:00:00,1963-04-20 00:00:00,41,68.0,0.42870243106351147
121,POLIOMYELITIS,INDIANA,CASES,1964-06-27 00:00:00,1965-07-10 00:00:00,46,59.84883720930233,0.3547288069428249
122,RSV,MT,HOSPITALIZATIONS,2024-06-22 00:00:00,2025-05-31 00:00:00,41,606.0,0.5968085353528271
123,INFLUENZA,AZ,HOSPITALIZATIONS,2021-02-27 00:00:00,2021-08-07 00:00:00,15,95.0,0.9518922534726635
124,INFLUENZA,AZ,HOSPITALIZATIONS,2021-06-12 00:00:00,2022-03-19 00:00:00,32,1518.0,0.8991524878786732
125,INFLUENZA,AZ,HOSPITALIZATIONS,2022-01-22 00:00:00,2022-10-01 00:00:00,28,2579.0,0.8923919808881334
126,INFLUENZA,AZ,HOSPITALIZATIONS,2022-08-06 00:00:00,2023-05-06 00:00:00,31,5961.0,0.9212454081855889
127,INFLUENZA,AZ,HOSPITALIZATIONS,2023-03-11 00:00:00,2023-09-30 00:00:00,21,976.0,0.9546444483376652
128,INFLUENZA,AZ,HOSPITALIZATIONS,2023-08-05 00:00:00,2024-09-14 00:00:00,50,9751.0,0.9635702954800339
129,INFLUENZA,AZ,HOSPITALIZATIONS,2024-07-20 00:00:00,2025-05-31 00:00:00,37,19119.0,0.91253619647762
130,COVID-19,NIGERIA,CASES,2020-09-19 00:00:00,2021-06-26 00:00:00,32,111288.0,0.9404063340647167
131,COVID-19,NIGERIA,CASES,2021-05-01 00:00:00,2021-12-04 00:00:00,23,49883.0,0.9274474366397482
132,COVID-19,NIGERIA,CASES,2021-10-09 00:00:00,2022-06-04 00:00:00,26,50114.0,0.8306241526524089
133,COVID-19,NIGERIA,CASES,2022-04-09 00:00:00,2023-03-04 00:00:00,39,11160.0,0.9183648549256711
134,INFLUENZA,MI,HOSPITALIZATIONS,2021-02-06 00:00:00,2021-08-07 00:00:00,18,58.0,0.8719321656201001
135,INFLUENZA,MI,HOSPITALIZATIONS,2021-06-12 00:00:00,2022-02-26 00:00:00,29,705.0,0.8757695137857208
136,INFLUENZA,MI,HOSPITALIZATIONS,2022-01-01 00:00:00,2022-09-24 00:00:00,30,2378.0,0.8714897510946523
137,INFLUENZA,MI,HOSPITALIZATIONS,2022-07-30 00:00:00,2023-08-26 00:00:00,48,6878.0,0.9533920543264206
138,INFLUENZA,MI,HOSPITALIZATIONS,2024-07-06 00:00:00,2025-05-31 00:00:00,39,14270.0,0.8537438555610168
139,SMALLPOX,ALABAMA,CASES,1927-12-03 00:00:00,1928-05-19 00:00:00,16,185.5,0.8743557765654038
140,SMALLPOX,ALABAMA,CASES,1928-03-24 00:00:00,1928-10-20 00:00:00,22,209.0,0.9982569475097562
141,SMALLPOX,ALABAMA,CASES,1928-08-25 00:00:00,1929-08-31 00:00:00,45,204.0,0.9508947769028482
142,SMALLPOX,ALABAMA,CASES,1929-07-06 00:00:00,1930-03-29 00:00:00,30,323.0,0.859290845666211
143,SMALLPOX,ALABAMA,CASES,1930-02-01 00:00:00,1930-09-06 00:00:00,23,121.0,0.9667179167952263
144,SMALLPOX,ALABAMA,CASES,1930-07-12 00:00:00,1930-12-06 00:00:00,13,18.0,0.7408153193642993
145,SMALLPOX,ALABAMA,CASES,1930-10-11 00:00:00,1931-10-03 00:00:00,43,295.0,0.8970397832116994
146,SMALLPOX,ALABAMA,CASES,1931-08-08 00:00:00,1931-12-12 00:00:00,10,16.0,0.8266272797197011
147,SMALLPOX,ALABAMA,CASES,1931-10-17 00:00:00,1932-04-09 00:00:00,17,292.0,0.86517328629418
148,SMALLPOX,ALABAMA,CASES,1932-02-13 00:00:00,1932-10-29 00:00:00,29,263.0,0.9671767867722029
149,SMALLPOX,ALABAMA,CASES,1932-09-03 00:00:00,1933-05-13 00:00:00,28,82.0,0.8661788000532151
150,SMALLPOX,ALABAMA,CASES,1933-03-18 00:00:00,1933-09-02 00:00:00,16,51.0,0.79469553244564
151,SMALLPOX,ALABAMA,CASES,1934-08-11 00:00:00,1935-03-23 00:00:00,24,26.0,0.7109830703674834
152,SMALLPOX,ALABAMA,CASES,1935-01-26 00:00:00,1935-09-07 00:00:00,24,32.0,0.7876305341903582
153,SMALLPOX,ALABAMA,CASES,1935-09-21 00:00:00,1936-08-01 00:00:00,37,11.0,0.5635678588639516
154,SMALLPOX,ALABAMA,CASES,1936-11-14 00:00:00,1937-04-24 00:00:00,15,9.0,0.40529593716857537
155,SMALLPOX,ALABAMA,CASES,1937-02-27 00:00:00,1937-07-24 00:00:00,13,9.0,0.6558941740026479
156,SMALLPOX,ALABAMA,CASES,1937-05-29 00:00:00,1937-12-25 00:00:00,22,35.0,0.7091235323526875
157,SMALLPOX,ALABAMA,CASES,1937-10-30 00:00:00,1938-04-02 00:00:00,14,21.0,0.7489259780923988
158,SMALLPOX,ALABAMA,CASES,1938-02-05 00:00:00,1938-09-17 00:00:00,24,59.0,0.7265574816563487
159,SMALLPOX,ALABAMA,CASES,1938-07-23 00:00:00,1939-01-14 00:00:00,17,7.0,0.6131471927654584
160,SMALLPOX,ALABAMA,CASES,1938-11-19 00:00:00,1939-09-16 00:00:00,35,22.0,0.5386139423403329
161,SMALLPOX,ALABAMA,CASES,1939-07-22 00:00:00,1939-11-18 00:00:00,9,2.0,0.2586360316689621
162,SMALLPOX,ALABAMA,CASES,1939-09-23 00:00:00,1940-03-09 00:00:00,16,4.0,0.42125380553609787
163,SMALLPOX,ALABAMA,CASES,1940-01-13 00:00:00,1940-11-30 00:00:00,38,51.0,0.712472177684704
164,SMALLPOX,ALABAMA,CASES,1940-10-05 00:00:00,1941-06-07 00:00:00,27,7.0,0.3596924551347826
165,SMALLPOX,ALABAMA,CASES,1941-11-08 00:00:00,1942-10-24 00:00:00,42,12.0,0.5475373117630916
166,SMALLPOX,ALABAMA,CASES,1942-08-29 00:00:00,1943-04-17 00:00:00,25,11.0,0.3580569040329825
167,SMALLPOX,ALABAMA,CASES,1943-02-20 00:00:00,1943-10-23 00:00:00,27,7.0,0.4693722535513801
168,SMALLPOX,ALABAMA,CASES,1943-08-28 00:00:00,1944-04-22 00:00:00,26,5.0,0.35003225224544965
169,SMALLPOX,ALABAMA,CASES,1944-02-26 00:00:00,1944-08-12 00:00:00,16,3.0,0.3587858326585284
170,SMALLPOX,ALABAMA,CASES,1944-06-17 00:00:00,1944-10-21 00:00:00,10,2.0,0.24766565595511136
171,SMALLPOX,ALABAMA,CASES,1944-08-26 00:00:00,1944-12-16 00:00:00,8,2.0,0.3503289743838135
172,SMALLPOX,ALABAMA,CASES,1944-10-21 00:00:00,1945-05-12 00:00:00,21,4.0,0.3946453053039979
173,SMALLPOX,ALABAMA,CASES,1945-09-01 00:00:00,1946-04-13 00:00:00,24,6.0,0.4185268254914825
174,SMALLPOX,ALABAMA,CASES,1947-03-08 00:00:00,1948-01-03 00:00:00,35,4.0,0.18740849575190863
175,COVID-19,DOMINICA,CASES,2020-06-20 00:00:00,2021-01-23 00:00:00,23,95.0,0.7858535065113899
176,COVID-19,DOMINICA,CASES,2020-11-28 00:00:00,2021-06-26 00:00:00,22,120.0,0.9584063051538105
177,COVID-19,DOMINICA,CASES,2021-05-01 00:00:00,2022-01-01 00:00:00,27,6723.0,0.9474310193926206
178,COVID-19,DOMINICA,CASES,2021-11-06 00:00:00,2022-05-07 00:00:00,18,7637.0,0.8308480565653206
179,COVID-19,DOMINICA,CASES,2022-03-12 00:00:00,2022-09-10 00:00:00,18,3604.0,0.8845112106481056
180,COVID-19,ESTONIA,CASES,2020-06-13 00:00:00,2021-07-31 00:00:00,51,131626.0,0.7832714538087431
181,COVID-19,ESTONIA,CASES,2021-06-05 00:00:00,2022-01-01 00:00:00,22,112699.0,0.5193580570619736
182,COVID-19,ESTONIA,CASES,2021-11-06 00:00:00,2022-07-09 00:00:00,27,389468.0,0.6528017698519109
183,COVID-19,ESTONIA,CASES,2022-05-14 00:00:00,2023-05-06 00:00:00,43,46209.0,0.870957140141569
184,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2011-06-25 00:00:00,2012-08-11 00:00:00,51,109.319943,0.9297296313612264
185,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2013-07-13 00:00:00,2014-08-30 00:00:00,51,103.206495,0.9515588426253024
186,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2014-07-05 00:00:00,2015-03-28 00:00:00,30,88.933686,0.8287318319861927
187,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2015-01-31 00:00:00,2015-09-05 00:00:00,23,54.95580700000001,0.8297491615746397
188,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2016-07-16 00:00:00,2017-09-02 00:00:00,51,103.93600200000002,0.9267100970738291
189,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2018-07-14 00:00:00,2019-08-31 00:00:00,51,83.604742,0.889524238851011
190,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2019-07-06 00:00:00,2020-08-01 00:00:00,48,140.383426,0.8552458983378641
191,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2020-06-06 00:00:00,2020-10-10 00:00:00,10,13.946224,0.9268988891971943
192,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2020-08-15 00:00:00,2021-04-03 00:00:00,25,27.747481,0.8249077789825972
193,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2021-02-06 00:00:00,2021-11-13 00:00:00,32,36.375357,0.883413195217477
194,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2021-09-18 00:00:00,2022-03-26 00:00:00,19,46.861645,0.7381162533409895
195,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2022-01-29 00:00:00,2022-08-20 00:00:00,21,53.282352,0.9101663100395065
196,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2022-06-25 00:00:00,2023-08-12 00:00:00,51,131.170699,0.8835440483694267
197,ILI,ILLINOIS,PERCENT_UNWEIGHTED,2024-06-15 00:00:00,2025-05-31 00:00:00,42,96.63603399999998,0.8952605338340186
198,SMALLPOX,IOWA,CASES,1928-08-18 00:00:00,1929-02-16 00:00:00,18,628.5,0.8993900109129785
199,SMALLPOX,IOWA,CASES,1928-12-22 00:00:00,1929-10-05 00:00:00,33,1279.0,0.9500588965667136
200,SMALLPOX,IOWA,CASES,1929-08-10 00:00:00,1930-04-05 00:00:00,26,2097.0,0.945242151476574
201,SMALLPOX,IOWA,CASES,1930-02-08 00:00:00,1930-10-25 00:00:00,29,2327.0,0.9811506626554071
202,SMALLPOX,IOWA,CASES,1930-08-30 00:00:00,1931-10-10 00:00:00,50,1985.0,0.9882062128768528
203,SMALLPOX,IOWA,CASES,1931-08-15 00:00:00,1932-04-23 00:00:00,28,1281.0,0.9879771959191913
204,SMALLPOX,IOWA,CASES,1932-02-27 00:00:00,1932-10-15 00:00:00,25,544.0,0.9716575563491824
205,SMALLPOX,IOWA,CASES,1932-08-20 00:00:00,1933-02-18 00:00:00,18,449.0,0.9643771190671295
206,SMALLPOX,IOWA,CASES,1932-12-24 00:00:00,1933-10-21 00:00:00,35,745.0,0.957453615121557
207,SMALLPOX,IOWA,CASES,1933-08-26 00:00:00,1934-02-17 00:00:00,17,96.0,0.8455198588825402
208,SMALLPOX,IOWA,CASES,1933-12-23 00:00:00,1934-09-29 00:00:00,32,160.0,0.980329269389124
209,SMALLPOX,IOWA,CASES,1934-08-04 00:00:00,1935-01-05 00:00:00,14,20.0,0.9022428194173417
210,SMALLPOX,IOWA,CASES,1934-11-10 00:00:00,1935-10-12 00:00:00,40,158.0,0.9695864156630758
211,SMALLPOX,IOWA,CASES,1937-08-21 00:00:00,1938-04-16 00:00:00,26,1057.0,0.9364409113672135
212,SMALLPOX,IOWA,CASES,1938-02-19 00:00:00,1938-10-15 00:00:00,26,764.0,0.8670369311573705
213,SMALLPOX,IOWA,CASES,1938-08-20 00:00:00,1939-04-22 00:00:00,27,691.0,0.8982006704327691
214,SMALLPOX,IOWA,CASES,1939-02-25 00:00:00,1939-10-21 00:00:00,26,693.0,0.9162695888499091
