,Unique_id,Reference Date,Target End Date,GT,WIS,MAE,MSE,MAPE,NMSE
27,Y_10002,1958-04-05,1958-05-03,0.0,5.4289021096602035,1.001343265248545,1.002688334858618,,
28,Y_10003,1959-02-28,1959-03-07,0.0,3.7158979064850244,0.10526502454447881,0.011080725392349725,,
29,Y_10003,1959-02-28,1959-03-14,0.0,4.483547011376566,0.031913145852136615,0.0010184488781797443,,
30,Y_10003,1959-02-28,1959-03-21,0.0,4.751823182401174,0.07572317039529787,0.005733998534715316,,
31,Y_10003,1959-02-28,1959-03-28,0.0,5.965368523794679,0.028149373059901464,0.0007923872036655063,,
32,Y_10004,1960-01-09,1960-01-16,1.2258064516129032,7.616808915357559,0.032258064516129004,0.0010405827263267411,0.026315789473684188,0.00269769010284943
33,Y_10004,1960-01-09,1960-01-23,1.2580645161290325,10.773369164827765,0.06451612903225823,0.004162330905306993,0.051282051282051405,0.010790760411397793
34,Y_10004,1960-01-09,1960-01-30,0.0,13.646775363174955,1.1935483870967742,1.4245577523413113,,3.6931377508008763
35,Y_10004,1960-01-09,1960-02-06,0.0,15.434814347384103,1.1935483870967742,1.4245577523413113,,3.6931377508008763
36,Y_10005,1960-12-17,1960-12-24,0.0,1.0444929857286436,0.00564709537808215,3.1889686209156784e-05,,
37,Y_10005,1960-12-17,1960-12-31,0.0,1.199057083173028,0.007225372954211496,5.220601432745096e-05,,
38,Y_10005,1960-12-17,1961-01-07,0.0,1.257742626815104,0.007225372954211496,5.220601432745096e-05,,
39,Y_10005,1960-12-17,1961-01-14,0.0,1.3138082001815863,0.007225372954211496,5.220601432745096e-05,,
40,Y_10006,1961-07-15,1961-07-22,0.0,1.6385721150659924,0.005994147403573975,3.5929803095772624e-05,,
41,Y_10006,1961-07-15,1961-07-29,0.0,1.8881596231760895,0.0005078374085374596,2.578988335100427e-07,,
42,Y_10006,1961-07-15,1961-08-05,0.0,1.9789167664438754,0.002499912931993486,6.249564667548267e-06,,
43,Y_10006,1961-07-15,1961-08-12,0.0,2.447622281597303,0.003625145877897957,1.3141682636040551e-05,,
44,Y_10007,1962-03-17,1962-03-24,0.0,2.4500446269579075,0.5423965600267988,0.2941940283289048,,
45,Y_10007,1962-03-17,1962-03-31,0.0,3.635697707571397,0.7985495698041162,0.637681415434339,,
46,Y_10007,1962-03-17,1962-04-07,0.0,4.229728641591215,0.9195207728934878,0.8455184517826371,,
47,Y_10007,1962-03-17,1962-04-14,0.0,4.513479305673941,0.9766508139951396,0.9538468124773688,,
48,Y_10008,1963-01-19,1963-01-26,1.0,0.28088035139271567,0.025042152539236584,0.0006271094037983933,0.025042152539236584,0.0033445834869247643
49,Y_10008,1963-01-19,1963-02-02,0.0,5.184233803170856,1.0649128697183092,1.1340394200916846,,6.048210240488984
50,Y_10008,1963-01-19,1963-02-09,0.0,5.250982616545018,1.0817310414483743,1.1701420460329846,,6.240757578842584
51,Y_10008,1963-01-19,1963-02-16,0.0,5.237650051730484,1.079231247526284,1.1647400856371393,,6.211947123398076
52,Y_10009,1963-12-21,1963-12-28,0.0,3.380599522409781,0.7199909649194278,0.5183869895656087,,
53,Y_10009,1963-12-21,1964-01-04,0.0,4.750587446168962,1.0452098213133825,1.0924635705699528,,
54,Y_10009,1963-12-21,1964-01-11,0.0,5.393926080964089,1.1921106988348495,1.4211279182765133,,
55,Y_10009,1963-12-21,1964-01-18,0.0,5.686690229079292,1.2584656084358976,1.5837356876159339,,
56,Y_1001,2022-06-04,2022-06-11,0.0,14087.07333121892,4.930998960295962e-240,0.0,,
57,Y_1001,2022-06-04,2022-06-18,0.0,25326.560080348292,7.367338286855717e-240,0.0,,
58,Y_1001,2022-06-04,2022-06-25,0.0,35227.99363220904,8.571100315997451e-240,0.0,,
59,Y_1001,2022-06-04,2022-07-02,0.0,43894.03955998849,9.165862715063408e-240,0.0,,
60,Y_10010,1929-03-16,1929-03-23,0.0,27.158297591361087,3.4511015827286684,11.91010213431232,,
61,Y_10010,1929-03-16,1929-03-30,0.0,36.877755422054484,5.797099467811975,33.60636223970589,,
62,Y_10010,1929-03-16,1929-04-06,0.0,41.61247881710848,7.153643317088736,51.174612708128336,,
63,Y_10010,1929-03-16,1929-04-13,0.0,46.76312489380823,8.510187166365498,72.42328560657202,,
64,Y_10011,1929-08-31,1929-09-07,0.0,44.385052230098445,7.337083850647912e-174,0.0,,
65,Y_10011,1929-08-31,1929-09-14,0.0,53.04995475986646,7.337083850647912e-174,0.0,,
66,Y_10011,1929-08-31,1929-09-21,0.0,63.19994881917139,7.337083850647912e-174,0.0,,
67,Y_10011,1929-08-31,1929-09-28,0.0,71.07675970336808,7.337083850647912e-174,0.0,,
68,Y_10012,1930-04-05,1930-04-12,0.0,36.87712735509683,4.344638186754494,18.87588097380538,,
69,Y_10012,1930-04-05,1930-04-19,0.0,41.677669275977195,5.847342012752748,34.19140861410335,,
70,Y_10012,1930-04-05,1930-04-26,0.0,46.94319652512538,7.350045838750987,54.02317383174069,,
71,Y_10012,1930-04-05,1930-05-03,0.0,52.143407481393844,8.852749664749226,78.37117662671753,,
72,Y_10013,1930-07-26,1930-08-02,0.0,46.28380984426446,8.790604250980116e-126,7.727472309734968e-251,,
73,Y_10013,1930-07-26,1930-08-09,0.0,61.12051685608549,3.47027766220799e-125,1.2042827052819752e-249,,
74,Y_10013,1930-07-26,1930-08-16,0.0,64.67883645766372,2.740981022515798e-125,7.512976965791748e-250,,
75,Y_10013,1930-07-26,1930-08-23,0.0,69.87353016986275,1.7418922058628607e-125,3.034188456845783e-250,,
76,Y_10014,1931-01-17,1931-01-24,0.0,32.69559924468645,0.06367367533736734,0.0040543369309684624,,
77,Y_10014,1931-01-17,1931-01-31,0.0,33.638126040169176,0.4832191948659489,0.23350079028689588,,
78,Y_10014,1931-01-17,1931-02-07,0.0,36.26260883255818,0.6419143940194745,0.41205408924938913,,
79,Y_10014,1931-01-17,1931-02-14,0.0,42.42249459290119,0.6419143940194745,0.41205408924938913,,
80,Y_10015,1931-08-22,1931-08-29,0.0,21.719813018254655,1.1467893013645994e-09,1.3151257017243058e-18,,
81,Y_10015,1931-08-22,1931-09-05,0.0,25.996270343007172,1.1467893013645994e-09,1.3151257017243058e-18,,
82,Y_10015,1931-08-22,1931-09-12,0.0,29.66246560799301,1.1467893013645994e-09,1.3151257017243058e-18,,
83,Y_10015,1931-08-22,1931-09-19,0.0,32.922904795050265,1.1467893013645994e-09,1.3151257017243058e-18,,
84,Y_10016,1932-02-06,1932-02-13,0.0,21.796305555024137,2.7510905587383972e-204,0.0,,
85,Y_10016,1932-02-06,1932-02-20,0.0,23.28289021202295,1.0332487814138138e-204,0.0,,
86,Y_10016,1932-02-06,1932-02-27,0.0,28.643859398314635,2.1059071723011543e-204,0.0,,
87,Y_10016,1932-02-06,1932-03-05,0.0,30.82094148815955,1.4361155542785736e-204,0.0,,
88,Y_10017,1932-08-20,1932-08-27,0.0,12.631242427582,8.131141998454167e-11,6.611547019902522e-21,,
89,Y_10017,1932-08-20,1932-09-03,0.0,15.04192002507397,8.131141998454167e-11,6.611547019902522e-21,,
90,Y_10017,1932-08-20,1932-09-10,0.0,17.116379021775906,8.131141998454167e-11,6.611547019902522e-21,,
91,Y_10017,1932-08-20,1932-09-17,0.0,18.96527098655478,8.131141998454167e-11,6.611547019902522e-21,,
92,Y_10018,1933-01-21,1933-01-28,0.0,7.145689328019124,1.0146176404477264e-09,1.0294489563077118e-18,,
93,Y_10018,1933-01-21,1933-02-04,0.0,7.973002346233195,1.0146176404477264e-09,1.0294489563077118e-18,,
94,Y_10018,1933-01-21,1933-02-11,0.0,8.722193351072912,1.0146176404477264e-09,1.0294489563077118e-18,,
95,Y_10018,1933-01-21,1933-02-18,0.0,9.411936426365772,1.0146176404477264e-09,1.0294489563077118e-18,,
96,Y_10019,1933-04-29,1933-05-06,0.0,5.543680594298336,0.8296466375422629,0.6883135431851829,,
97,Y_10019,1933-04-29,1933-05-13,0.0,5.901725981492915,0.9540300626506601,0.9101733604412225,,
98,Y_10019,1933-04-29,1933-05-20,0.0,6.27484830721266,1.0784134877590574,1.1629756505806548,,
99,Y_10019,1933-04-29,1933-05-27,0.0,6.695189326241784,1.2027969128674556,1.4467204136034817,,
100,Y_1002,2022-11-05,2022-11-12,0.0,15592.287493931297,19.67652105349426,387.16548076860283,,
101,Y_1002,2022-11-05,2022-11-19,0.0,41879.909202580675,213.40091913875622,45539.95228926597,,
102,Y_1002,2022-11-05,2022-11-26,0.0,68771.10983892415,248.9184915347726,61960.41542794667,,
103,Y_1002,2022-11-05,2022-12-03,0.0,89590.94903059654,255.43030915493142,65244.642834983846,,
104,Y_10020,1933-08-12,1933-08-19,0.0,1.7343138192313248,5.237200501261994e-06,2.742826909041888e-11,,
105,Y_10020,1933-08-12,1933-08-26,0.0,1.7350656507843676,3.5499618331137665e-06,1.2602229016564453e-11,,
106,Y_10020,1933-08-12,1933-09-02,0.0,1.8124972309715546,4.093529779883921e-06,1.6756986058796503e-11,,
107,Y_10020,1933-08-12,1933-09-09,0.0,1.8438915432897354,3.918411630724739e-06,1.5353949707798907e-11,,
108,Y_10021,1933-10-14,1933-10-21,0.0,7.263410574221385,0.01808957354668593,0.00032723267110095936,,
109,Y_10021,1933-10-14,1933-10-28,0.0,8.081780929778072,0.01808957354668593,0.00032723267110095936,,
110,Y_10021,1933-10-14,1933-11-04,0.0,8.824568258372972,0.01808957354668593,0.00032723267110095936,,
111,Y_10021,1933-10-14,1933-11-11,0.0,9.509503271771072,0.01808957354668593,0.00032723267110095936,,
112,Y_10022,1934-09-08,1934-09-15,0.0,2.59124841975088,0.08404544478957157,0.007063636789876923,,
113,Y_10022,1934-09-08,1934-09-22,0.0,2.7505540840379705,0.08404544478957157,0.007063636789876923,,
114,Y_10022,1934-09-08,1934-09-29,0.0,2.9011040172704354,0.08404544478957157,0.007063636789876923,,
115,Y_10022,1934-09-08,1934-10-06,0.0,3.044200529610635,0.08404544478957157,0.007063636789876923,,
116,Y_10023,1935-07-20,1935-07-27,0.0,1.952511360708879,0.04674286673732367,0.0021848955908231995,,
117,Y_10023,1935-07-20,1935-08-03,0.0,1.9507067780995737,0.024910414915082883,0.0006205287712415838,,
118,Y_10023,1935-07-20,1935-08-10,0.0,1.9668711065999924,0.0030546755053471007,9.331042442967565e-06,,
119,Y_10023,1935-07-20,1935-08-17,0.0,2.0533123235343775,0.0030546755053471007,9.331042442967565e-06,,
120,Y_10024,1936-02-29,1936-03-07,0.0,1.5367185052897003,2.917170008825009e-06,8.509880860388103e-12,,
121,Y_10024,1936-02-29,1936-03-14,0.0,1.9180223226824717,2.441611534685669e-07,5.961466886310109e-14,,
122,Y_10024,1936-02-29,1936-03-21,0.0,2.4374807974550627,2.693444643700198e-06,7.2546440486772855e-12,,
123,Y_10024,1936-02-29,1936-03-28,0.0,2.707025386706165,4.491611638681479e-07,2.017457511273892e-13,,
124,Y_10025,1936-07-11,1936-07-18,0.0,8.045404857989597,0.026270887056874893,0.0006901595067550768,,
125,Y_10025,1936-07-11,1936-07-25,0.0,8.66005071033029,0.026270887056874893,0.0006901595067550768,,
126,Y_10025,1936-07-11,1936-08-01,0.0,9.233863681905964,0.026270887056874893,0.0006901595067550768,,
127,Y_10025,1936-07-11,1936-08-08,0.0,9.77403966677231,0.026270887056874893,0.0006901595067550768,,
128,Y_10026,1937-03-13,1937-03-20,0.0,6.968120897894251,3.688792310045619e-206,0.0,,
129,Y_10026,1937-03-13,1937-03-27,0.0,7.831090735661937,3.688792310045619e-206,0.0,,
130,Y_10026,1937-03-13,1937-04-03,0.0,9.415415967533924,3.688792310045619e-206,0.0,,
131,Y_10026,1937-03-13,1937-04-10,0.0,10.402010381553815,3.688792310045619e-206,0.0,,
132,Y_10027,1937-10-16,1937-10-23,0.0,19.872514484095152,3.9641728471633435e-18,1.5714666362187128e-35,,
133,Y_10027,1937-10-16,1937-10-30,0.0,22.01723157687144,5.562495546766211e-18,3.0941356707793924e-35,,
134,Y_10027,1937-10-16,1937-11-06,0.0,22.643281419046172,2.8060730162026034e-18,7.874045772260376e-36,,
135,Y_10027,1937-10-16,1937-11-13,0.0,25.871678223495433,3.4734726594383234e-18,1.206501231586554e-35,,
136,Y_10028,1939-08-26,1939-09-02,0.0,7.437056710485592,4.3729972229385315e-239,0.0,,
137,Y_10028,1939-08-26,1939-09-09,0.0,8.122206693989373,1.919841833380772e-239,0.0,,
138,Y_10028,1939-08-26,1939-09-16,0.0,9.86870129573338,3.2960081235739258e-239,0.0,,
139,Y_10028,1939-08-26,1939-09-23,0.0,10.76183225327861,2.524009062150672e-239,0.0,,
140,Y_10029,1940-02-10,1940-02-17,0.0,7.304657805127513,6.807435547558507e-52,4.634117873416318e-103,,
141,Y_10029,1940-02-10,1940-02-24,0.0,7.363240965536474,1.7875425331679424e-52,3.195308307884464e-104,,
142,Y_10029,1940-02-10,1940-03-02,0.0,7.630371606595582,1.5323024271468087e-52,2.3479507282400008e-104,,
143,Y_10029,1940-02-10,1940-03-09,0.0,9.001058643420283,3.692568974046993e-52,1.363506562809446e-103,,
144,Y_1003,2023-04-29,2023-05-06,0.0,6235.012815273959,177.2416703920574,31414.609723366713,,
145,Y_1003,2023-04-29,2023-05-13,0.0,10829.909439369192,893.8307805483288,798933.4642556347,,
146,Y_1003,2023-04-29,2023-05-20,0.0,17971.49933645176,1130.5149334582923,1278064.014772207,,
147,Y_1003,2023-04-29,2023-05-27,0.0,24446.075249366735,1130.5149334582923,1278064.014772207,,
148,Y_10030,1940-09-28,1940-10-05,0.0,1.3898569717462113,0.0020826884557522394,4.3375912037236475e-06,,
149,Y_10030,1940-09-28,1940-10-12,0.0,1.405942236114455,0.0020826884557522394,4.3375912037236475e-06,,
150,Y_10030,1940-09-28,1940-10-19,0.0,1.4218455181561502,0.0020826884557522394,4.3375912037236475e-06,,
151,Y_10030,1940-09-28,1940-10-26,0.0,1.4375728582019374,0.0020826884557522394,4.3375912037236475e-06,,
152,Y_10031,1940-11-30,1940-12-07,0.0,2.098977841002476,9.041627247770856e-05,8.175102328763239e-09,,
153,Y_10031,1940-11-30,1940-12-14,0.0,2.2586942122219695,0.00010266016063926144,1.0539108582478964e-08,,
154,Y_10031,1940-11-30,1940-12-21,0.0,2.353988534296659,0.00010431818958918939,1.0882284679166061e-08,,
155,Y_10031,1940-11-30,1940-12-28,0.0,2.4393870979051107,0.00010454271467162452,1.0929179190912697e-08,,
156,Y_10032,1941-03-15,1941-03-22,0.0,4.521719621865439,1.276973053415791e-07,1.6306601791500483e-14,,
157,Y_10032,1941-03-15,1941-03-29,0.0,4.96262991277722,1.276973053415791e-07,1.6306601791500483e-14,,
158,Y_10032,1941-03-15,1941-04-05,0.0,5.3674428700128045,1.276973053415791e-07,1.6306601791500483e-14,,
159,Y_10032,1941-03-15,1941-04-12,0.0,5.743795807121423,1.276973053415791e-07,1.6306601791500483e-14,,
160,Y_10033,1941-08-02,1941-08-09,0.0,4.368337347658595,0.00015097319080585613,2.2792904342101444e-08,,
161,Y_10033,1941-08-02,1941-08-16,0.0,4.579828349565988,0.00015097319080585613,2.2792904342101444e-08,,
162,Y_10033,1941-08-02,1941-08-23,0.0,4.7819749063437085,0.00015097319080585613,2.2792904342101444e-08,,
163,Y_10033,1941-08-02,1941-08-30,0.0,4.975916005304566,0.00015097319080585613,2.2792904342101444e-08,,
164,Y_10034,1941-12-20,1941-12-27,0.0,4.512549058625451,0.00014186851531328937,2.012667563719702e-08,,
165,Y_10034,1941-12-20,1942-01-03,0.0,4.8357175517064706,0.00016005742639730865,2.5618379744929875e-08,,
166,Y_10034,1941-12-20,1942-01-10,0.0,5.0294354201627165,0.00016238942011481369,2.6370323765225454e-08,,
167,Y_10034,1941-12-20,1942-01-17,0.0,5.204062352170072,0.0001626884041866673,2.6467516856804422e-08,,
168,Y_10035,1942-03-21,1942-03-28,0.0,2.929858469441257,7.379554306618943e-179,0.0,,
169,Y_10035,1942-03-21,1942-04-04,0.0,3.054462637399709,4.4888736071044326e-179,0.0,,
170,Y_10035,1942-03-21,1942-04-11,0.0,3.4825938832143977,4.895670063382494e-179,0.0,,
171,Y_10035,1942-03-21,1942-04-18,0.0,3.815630573614616,5.248012224257416e-179,0.0,,
172,Y_10036,1942-08-29,1942-09-05,0.0,1.8070977337059684,0.2822709770942232,0.07967690450972749,,
173,Y_10036,1942-08-29,1942-09-12,0.0,2.1978727508997826,0.3932280897005734,0.15462833052956218,,
174,Y_10036,1942-08-29,1942-09-19,0.0,2.344690441094595,0.4368439122150809,0.19083260363937732,,
175,Y_10036,1942-08-29,1942-09-26,0.0,2.4000287949753774,0.4539887344705597,0.20610577102618036,,
176,Y_10037,1943-03-13,1943-03-20,0.0,3.6178855586806784,3.704414710007582e-06,1.3722688343720558e-11,,
177,Y_10037,1943-03-13,1943-03-27,0.0,3.777405314604915,3.704414710007582e-06,1.3722688343720558e-11,,
178,Y_10037,1943-03-13,1943-04-03,0.0,3.9304561951390338,3.704414710007582e-06,1.3722688343720558e-11,,
179,Y_10037,1943-03-13,1943-04-10,0.0,4.077766654611811,3.704414710007582e-06,1.3722688343720558e-11,,
180,Y_10038,1943-08-14,1943-08-21,0.0,1.2425310334414423,7.375784966641047e-10,5.440220387412807e-19,,
181,Y_10038,1943-08-14,1943-08-28,0.0,1.2486869610552642,9.730691846905472e-11,9.468636381943262e-21,,
182,Y_10038,1943-08-14,1943-09-04,0.0,1.3073979774286966,9.730691846905472e-11,9.468636381943262e-21,,
183,Y_10038,1943-08-14,1943-09-11,0.0,1.3635834466800416,9.730691846905472e-11,9.468636381943262e-21,,
184,Y_10039,1943-12-25,1944-01-01,0.0,1.984390866541318,0.006661114733068274,4.437044948709922e-05,,
185,Y_10039,1943-12-25,1944-01-08,0.0,2.006479434083131,0.006661114733068274,4.437044948709922e-05,,
186,Y_10039,1943-12-25,1944-01-15,0.0,2.0283274046556645,0.006661114733068274,4.437044948709922e-05,,
187,Y_10039,1943-12-25,1944-01-22,0.0,2.049942473093127,0.006661114733068274,4.437044948709922e-05,,
188,Y_1004,1973-02-10,1973-02-17,0.0,96.56807881176049,0.0,0.0,,
189,Y_1004,1973-02-10,1973-02-24,0.0,107.78131136057043,0.0,0.0,,
190,Y_1004,1973-02-10,1973-03-03,0.0,129.85608887409788,0.0,0.0,,
191,Y_1004,1973-02-10,1973-03-10,0.0,143.06546554523717,0.0,0.0,,
192,Y_10040,1944-04-29,1944-05-06,0.0,1.430181687428527,0.007271088212626403,5.286872379579462e-05,,
193,Y_10040,1944-04-29,1944-05-13,0.0,1.5671047422897464,0.0032369783403531967,1.0478028775915736e-05,,
194,Y_10040,1944-04-29,1944-05-20,0.0,1.6360281857867556,0.0032369783403531967,1.0478028775915736e-05,,
195,Y_10040,1944-04-29,1944-05-27,0.0,1.7021626454083816,0.0032369783403531967,1.0478028775915736e-05,,
196,Y_10041,1944-09-16,1944-09-23,0.0,2.9841743323077257,0.44723494914229556,0.2000190997343117,,
197,Y_10041,1944-09-16,1944-09-30,0.0,2.9646595098890347,0.43726515676991173,0.19120081732501548,,
198,Y_10041,1944-09-16,1944-10-07,0.0,3.0599371301039433,0.473992137003453,0.22466854594110017,,
199,Y_10041,1944-09-16,1944-10-14,0.0,3.142464229536347,0.5059497253785781,0.2559851246106586,,
200,Y_10042,1944-12-23,1944-12-30,0.0,0.6399694422507376,0.004684675069090211,2.1946180502955373e-05,,
201,Y_10042,1944-12-23,1945-01-06,0.0,0.7118165829193881,0.006473809769068003,4.1910212926080315e-05,,
202,Y_10042,1944-12-23,1945-01-13,0.0,0.7357420561991975,0.007157102191158288,5.1224111774682774e-05,,
203,Y_10042,1944-12-23,1945-01-20,0.0,0.7485879213260486,0.007418059923458602,5.5027613028022645e-05,,
204,Y_10043,1945-02-24,1945-03-03,0.0,0.548433612941744,0.0012528069210963764,1.5695251815469825e-06,,
205,Y_10043,1945-02-24,1945-03-10,0.0,0.5983796285442117,0.0006947611987557516,4.82693123296529e-07,,
206,Y_10043,1945-02-24,1945-03-17,0.0,0.5994794373779384,0.0013966060720944518,1.950508520611093e-06,,
207,Y_10043,1945-02-24,1945-03-24,0.0,0.6763475996468502,0.0013966060720944518,1.950508520611093e-06,,
208,Y_10044,1945-07-14,1945-07-21,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
209,Y_10044,1945-07-14,1945-07-28,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
210,Y_10044,1945-07-14,1945-08-04,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
211,Y_10044,1945-07-14,1945-08-11,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
212,Y_10045,1945-12-22,1945-12-29,0.0,0.6533707008423055,0.008776699461474935,7.703045343705442e-05,,
213,Y_10045,1945-12-22,1946-01-05,0.0,0.6568098625570419,0.008776699461474935,7.703045343705442e-05,,
214,Y_10045,1945-12-22,1946-01-12,0.0,0.6602310899611028,0.008776699461474935,7.703045343705442e-05,,
215,Y_10045,1945-12-22,1946-01-19,0.0,0.6636346607301502,0.008776699461474935,7.703045343705442e-05,,
216,Y_10046,1946-05-04,1946-05-11,0.0,0.6036889774318284,0.07142857142857144,0.005102040816326532,,
217,Y_10046,1946-05-04,1946-05-18,0.0,0.6036889774318284,0.07142857142857144,0.005102040816326532,,
218,Y_10046,1946-05-04,1946-05-25,0.0,0.6036889774318284,0.07142857142857144,0.005102040816326532,,
219,Y_10046,1946-05-04,1946-06-01,0.0,0.6036889774318284,0.07142857142857144,0.005102040816326532,,
220,Y_10047,1946-07-13,1946-07-20,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
221,Y_10047,1946-07-13,1946-07-27,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
222,Y_10047,1946-07-13,1946-08-03,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
223,Y_10047,1946-07-13,1946-08-10,0.0,0.4311748008873699,0.053571428571428575,0.002869897959183674,,
224,Y_10048,1946-09-21,1946-09-28,0.0,0.6018884356090062,0.09852280693054821,0.00970674348547408,,
225,Y_10048,1946-09-21,1946-10-05,0.0,0.5696649314439348,0.08305952071203049,0.006898883980912222,,
226,Y_10048,1946-09-21,1946-10-12,0.0,0.5982966557919925,0.09386267441579571,0.00881020164848567,,
227,Y_10048,1946-09-21,1946-10-19,0.0,0.6105337101883288,0.09861310846639548,0.00972454516140508,,
228,Y_10049,1947-02-15,1947-02-22,0.0,0.5390564958214897,4.952823963115341e-05,2.4530465209609553e-09,,
229,Y_10049,1947-02-15,1947-03-01,0.0,0.539542940633397,6.659808231197022e-05,4.43530456763196e-09,,
230,Y_10049,1947-02-15,1947-03-08,0.0,0.5794909376807933,4.7121571953432984e-05,2.220442543362562e-09,,
231,Y_10049,1947-02-15,1947-03-15,0.0,0.6052818609732842,0.0,0.0,,
232,Y_1005,1974-07-13,1974-07-20,0.0,112.39351748799665,0.0,0.0,,
233,Y_1005,1974-07-13,1974-07-27,0.0,158.9484367543425,0.0,0.0,,
234,Y_1005,1974-07-13,1974-08-03,0.0,194.67128273059134,0.0,0.0,,
235,Y_1005,1974-07-13,1974-08-10,0.0,224.7870349759933,0.0,0.0,,
236,Y_10050,2022-08-13,2022-08-20,5.0,15.279223655313038,1.0,1.0,0.2,0.21333333333333335
237,Y_10050,2022-08-13,2022-08-27,0.0,32.275171064153454,6.0,36.0,,7.68
238,Y_10050,2022-08-13,2022-09-03,0.0,35.296155156233226,6.0,36.0,,7.68
239,Y_10050,2022-08-13,2022-09-10,0.0,38.34897027993792,6.0,36.0,,7.68
240,Y_10051,2023-07-15,2023-07-22,0.0,64.76692806254636,7.070603270318313,49.99343060623602,,
241,Y_10051,2023-07-15,2023-07-29,0.0,108.85434646842525,7.070603270318313,49.99343060623602,,
242,Y_10051,2023-07-15,2023-08-05,0.0,141.54584230443672,7.070603270318313,49.99343060623602,,
243,Y_10051,2023-07-15,2023-08-12,0.0,167.9696285671188,7.070603270318313,49.99343060623602,,
244,Y_10052,2025-05-31,2025-06-07,0.0,2.538557597543559,2.2027740302143886e-06,4.852213428186941e-12,,
245,Y_10052,2025-05-31,2025-06-14,0.0,2.681623711039178,2.2027740302143886e-06,4.852213428186941e-12,,
246,Y_10052,2025-05-31,2025-06-21,0.0,2.817434431624856,2.2027740302143886e-06,4.852213428186941e-12,,
247,Y_10052,2025-05-31,2025-06-28,0.0,2.9469930137527762,2.2027740302143886e-06,4.852213428186941e-12,,
248,Y_10053,2025-08-30,2025-09-06,0.0,102.13436559703173,6.502725006406466e-10,4.228543250894397e-19,,
249,Y_10053,2025-08-30,2025-09-13,0.0,169.7245436348764,6.502725006406466e-10,4.228543250894397e-19,,
250,Y_10053,2025-08-30,2025-09-20,0.0,217.21282832333782,6.502725006406466e-10,4.228543250894397e-19,,
251,Y_10053,2025-08-30,2025-09-27,0.0,256.0398501491118,6.502725006406466e-10,4.228543250894397e-19,,
