disease,location,event,start_date,end_date,duration,total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,unique_id
SCARLET FEVER,OKLAHOMA,CASES,1931-01-31 00:00:00,1931-08-15 00:00:00,20,633.0,38.0,30.0,28.0,23.0,29.0,37.0,38.0,40.0,37.0,26.0,39.0,25.0,37.0,34.0,22.0,23.0,22.0,11.0,15.0,11.0,6.0,9.0,5.0,7.0,5.0,9.0,11.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
SCARLET FEVER,OKLAHOMA,CASES,1931-06-20 00:00:00,1932-01-02 00:00:00,20,699.0,6.0,9.0,5.0,7.0,5.0,9.0,11.0,7.0,9.0,9.0,8.0,12.0,14.0,21.0,24.0,26.0,34.0,40.0,37.0,52.0,26.0,53.0,39.0,45.0,25.0,38.0,40.0,46.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
SCARLET FEVER,OKLAHOMA,CASES,1931-11-07 00:00:00,1932-08-13 00:00:00,32,957.0,26.0,53.0,39.0,45.0,25.0,38.0,40.0,46.0,42.0,42.0,48.0,26.0,35.0,31.0,55.0,10.0,30.0,35.0,30.0,17.0,25.0,20.0,28.0,6.0,21.0,12.0,16.0,8.0,5.0,3.0,8.0,15.0,11.0,6.0,10.0,8.0,6.0,9.0,8.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,40
SCARLET FEVER,OKLAHOMA,CASES,1933-07-01 00:00:00,1934-07-28 00:00:00,48,1037.0,8.0,7.0,4.0,1.0,8.0,7.0,3.0,4.0,5.0,4.0,17.0,7.0,26.0,12.0,7.0,35.0,27.0,26.0,29.0,37.0,36.0,39.0,64.0,41.0,47.0,20.0,53.0,39.0,24.0,22.0,23.0,29.0,27.0,27.0,20.0,18.0,17.0,10.0,16.0,26.0,47.0,7.0,9.0,9.0,15.0,16.0,2.0,5.0,7.0,6.0,5.0,5.0,7.0,3.0,6.0,6.0,10.0,,,,41
SCARLET FEVER,OKLAHOMA,CASES,1935-06-08 00:00:00,1936-04-04 00:00:00,35,883.0,7.0,4.0,14.0,8.0,1.0,11.0,4.0,11.0,8.0,8.0,8.0,4.0,4.0,13.0,9.0,8.0,8.0,19.0,19.0,11.0,21.0,15.0,14.0,13.0,20.0,43.0,23.0,25.0,36.0,31.0,33.0,36.0,60.0,48.0,36.0,21.0,35.0,31.0,22.0,22.0,25.0,34.0,24.0,36.0,,,,,,,,,,,,,,,,,42
SCARLET FEVER,OKLAHOMA,CASES,1936-02-08 00:00:00,1936-09-26 00:00:00,25,722.0,21.0,35.0,31.0,22.0,22.0,25.0,34.0,24.0,36.0,39.0,53.0,52.0,54.0,36.0,56.0,34.0,26.0,0.0,21.0,10.0,10.0,10.0,5.0,11.0,3.0,5.0,10.0,3.0,1.0,7.0,8.0,6.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43
SCARLET FEVER,OKLAHOMA,CASES,1936-08-01 00:00:00,1937-04-24 00:00:00,30,720.0,5.0,10.0,3.0,1.0,7.0,8.0,6.0,2.0,10.0,8.0,7.0,5.0,5.0,22.0,15.0,23.0,21.0,14.0,16.0,23.0,11.0,36.0,16.0,17.0,27.0,25.0,22.0,34.0,27.0,31.0,41.0,40.0,34.0,0.0,19.0,22.0,33.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,44
SCARLET FEVER,OKLAHOMA,CASES,1937-02-27 00:00:00,1937-09-04 00:00:00,19,547.0,41.0,40.0,34.0,0.0,19.0,22.0,33.0,33.0,41.0,27.0,36.0,21.0,29.0,22.0,19.0,9.0,13.0,9.0,7.0,8.0,7.0,18.0,13.0,7.0,6.0,7.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
SCARLET FEVER,OKLAHOMA,CASES,1938-07-09 00:00:00,1939-08-26 00:00:00,51,1507.0,9.0,12.0,12.0,7.0,6.0,8.0,5.0,17.0,5.0,10.0,15.0,19.0,20.0,33.0,27.0,31.0,30.0,32.0,32.0,46.0,27.0,42.0,56.0,40.0,48.0,59.0,47.0,47.0,51.0,54.0,67.0,71.0,52.0,49.0,45.0,33.0,62.0,38.0,33.0,22.0,24.0,0.0,15.0,20.0,23.0,16.0,16.0,10.0,4.0,5.0,7.0,9.0,4.0,5.0,1.0,6.0,8.0,4.0,6.0,5.0,46
SCARLET FEVER,OKLAHOMA,CASES,1939-07-01 00:00:00,1940-04-27 00:00:00,35,719.0,9.0,4.0,5.0,1.0,6.0,8.0,4.0,6.0,5.0,9.0,6.0,9.0,4.0,13.0,9.0,10.0,20.0,20.0,23.0,14.0,23.0,27.0,24.0,18.0,17.0,23.0,23.0,28.0,35.0,25.0,43.0,31.0,31.0,23.0,12.0,13.0,15.0,15.0,20.0,11.0,16.0,33.0,16.0,12.0,,,,,,,,,,,,,,,,,47
SCARLET FEVER,OKLAHOMA,CASES,1940-03-02 00:00:00,1940-09-07 00:00:00,19,324.0,13.0,15.0,15.0,20.0,11.0,16.0,33.0,16.0,12.0,18.0,15.0,6.0,6.0,10.0,5.0,16.0,8.0,15.0,9.0,3.0,5.0,13.0,9.0,4.0,7.0,7.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
SCARLET FEVER,OKLAHOMA,CASES,1941-07-19 00:00:00,1942-08-01 00:00:00,46,735.0,13.0,6.0,4.0,9.0,3.0,5.0,3.0,11.0,10.0,5.0,12.0,16.0,13.0,14.0,18.0,21.0,17.0,20.0,23.0,22.0,24.0,27.0,17.0,25.0,22.0,16.0,33.0,15.0,24.0,25.0,26.0,17.0,32.0,11.0,5.0,21.0,17.0,15.0,13.0,17.0,7.0,5.0,4.0,2.0,10.0,12.0,11.0,4.0,2.0,1.0,4.0,2.0,10.0,9.0,5.0,,,,,,49
SCARLET FEVER,OKLAHOMA,CASES,1942-06-06 00:00:00,1943-02-13 00:00:00,28,530.0,11.0,4.0,2.0,1.0,4.0,2.0,10.0,9.0,5.0,19.0,6.0,3.0,4.0,8.0,19.0,6.0,12.0,10.0,22.0,23.0,26.0,20.0,35.0,23.0,20.0,17.0,20.0,26.0,13.0,27.0,15.0,18.0,8.0,7.0,29.0,14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,50
SCARLET FEVER,OKLAHOMA,CASES,1942-12-19 00:00:00,1943-09-25 00:00:00,32,543.0,13.0,27.0,15.0,18.0,8.0,7.0,29.0,14.0,32.0,12.0,28.0,27.0,28.0,27.0,14.0,17.0,39.0,16.0,19.0,15.0,12.0,16.0,10.0,4.0,16.0,13.0,7.0,9.0,4.0,7.0,3.0,6.0,6.0,2.0,5.0,5.0,3.0,5.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,51
SCARLET FEVER,OKLAHOMA,CASES,1943-07-31 00:00:00,1944-01-29 00:00:00,18,625.0,6.0,2.0,5.0,5.0,3.0,5.0,0.0,0.0,5.0,10.0,8.0,17.0,8.0,8.0,55.0,58.0,73.0,75.0,10.0,26.0,22.0,30.0,69.0,25.0,18.0,77.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
SCARLET FEVER,OKLAHOMA,CASES,1943-12-04 00:00:00,1944-09-02 00:00:00,31,795.0,10.0,26.0,22.0,30.0,69.0,25.0,18.0,77.0,5.0,75.0,48.0,27.0,32.0,50.0,14.0,16.0,18.0,13.0,34.0,22.0,2.0,22.0,27.0,15.0,42.0,14.0,6.0,10.0,6.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,53
SCARLET FEVER,OKLAHOMA,CASES,1944-07-08 00:00:00,1945-03-17 00:00:00,28,715.5,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,6.0,3.0,6.0,9.5,13.0,13.0,21.0,20.0,21.0,30.0,24.0,31.0,28.0,32.0,26.0,56.0,21.0,55.0,30.0,31.0,22.0,18.0,16.0,35.0,35.0,27.0,25.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,54
SCARLET FEVER,OKLAHOMA,CASES,1945-01-20 00:00:00,1945-09-15 00:00:00,26,615.0,31.0,22.0,18.0,16.0,35.0,35.0,27.0,25.0,47.0,16.0,24.0,14.0,9.0,58.0,12.0,24.0,26.0,13.0,20.0,13.0,23.0,4.0,9.0,18.0,0.0,7.0,9.0,14.0,4.0,5.0,7.0,5.0,4.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,55
SCARLET FEVER,OKLAHOMA,CASES,1945-07-21 00:00:00,1946-08-10 00:00:00,47,796.0,9.0,14.0,4.0,5.0,7.0,5.0,4.0,11.0,10.0,8.0,4.0,17.0,20.0,15.0,25.0,28.0,11.0,18.0,21.0,13.0,22.0,18.0,63.0,16.0,46.0,40.0,25.0,15.0,28.0,24.0,17.0,21.0,17.0,24.0,17.0,18.0,8.0,14.0,16.0,16.0,5.0,8.0,10.0,9.0,1.0,10.0,5.0,3.0,3.0,5.0,1.0,2.0,3.0,8.0,3.0,6.0,,,,,56
