outbreak_id,sub_oid,disease,location,event,start_date,end_date,duration,total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,entropy
10,9,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2015-12-19 00:00:00,2016-07-02 00:00:00,20,18.015999999999995,0.545455,0.459982,0.421151,0.529412,0.527395,0.328554,0.406858,0.437158,0.704424,0.699097,1.00546,1.48835,1.60966,0.845728,1.05159,1.08728,0.730337,0.472953,0.350058,0.597015,0.347442,0.336474,0.396825,0.236546,0.564175,0.383352,0.265957,0.554401,0.632911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.676553600517006
11,10,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2016-05-07 00:00:00,2016-09-10 00:00:00,10,7.0255540000000005,0.347442,0.336474,0.396825,0.236546,0.564175,0.383352,0.265957,0.554401,0.632911,0.428266,0.369588,0.146987,0.203046,0.380771,0.334821,0.353565,0.316957,0.394477,0.378993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.175697344323517
12,11,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2016-07-16 00:00:00,2016-11-05 00:00:00,8,5.358497,0.369588,0.146987,0.203046,0.380771,0.334821,0.353565,0.316957,0.394477,0.378993,0.381316,0.435493,0.220386,0.335161,0.253991,0.27907,0.15758,0.416295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.027402345591613
13,12,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2016-09-10 00:00:00,2017-07-15 00:00:00,36,40.45824749999999,0.378993,0.381316,0.435493,0.220386,0.335161,0.253991,0.27907,0.15758,0.416295,0.584966,0.409707,0.572246,0.796266,0.466708,0.498287,0.942737,1.00209,1.47908,1.6377,2.86899,2.60756,3.20242,4.17193,2.29617,1.93638,1.24297,1.54799,1.98883,1.35802,0.888585,0.887282,0.635425,0.258207,0.348888,0.266548,0.261666,0.449583,0.0643915,0.192123,0.351906,0.369231,0.236827,0.416667,0.170503,0.191083,,,,,,,,,,,,,,,,4.8894541776700455
14,13,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2019-06-22 00:00:00,2020-07-25 00:00:00,49,155.110029,1.02929,0.89608,1.00604,0.778458,0.981392,1.03746,0.768945,0.827653,0.899805,1.36572,1.45747,1.08568,1.40331,1.28162,1.584,1.62049,1.85789,2.30471,2.12993,2.07411,2.36472,2.68822,3.49316,5.18686,4.84591,5.74106,6.15027,10.2772,8.20282,6.49802,5.81837,5.32457,4.76562,5.00573,5.17448,5.0326,4.88163,4.74006,5.72947,5.75028,3.32484,2.49452,2.35877,1.83824,1.28822,1.0608,1.19149,0.862397,0.89739,0.658307,0.735886,0.556793,0.561167,0.429705,0.606824,0.756185,0.628705,0.798687,,,5.394075809537659
15,14,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2020-05-30 00:00:00,2021-03-27 00:00:00,35,39.562043,0.658307,0.735886,0.556793,0.561167,0.429705,0.606824,0.756185,0.628705,0.798687,0.83682,1.07194,1.05541,0.952803,1.0317,0.881698,1.04094,0.89465,1.02957,1.14873,1.20549,1.11067,0.923432,1.33262,1.38705,1.34323,1.15711,1.37492,1.10651,0.937035,0.796776,1.1231,1.04635,0.894501,0.858734,0.890608,0.765399,0.772798,0.47474,0.767873,0.583378,0.76693,0.688953,0.755931,0.821385,,,,,,,,,,,,,,,,,5.408046575935401
16,15,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2021-01-30 00:00:00,2021-11-13 00:00:00,33,66.81981,0.765399,0.772798,0.47474,0.767873,0.583378,0.76693,0.688953,0.755931,0.821385,1.22751,1.11516,0.937925,1.01261,0.871648,1.15779,1.22819,1.49925,1.43311,2.27203,1.5115,1.75246,1.5234,1.34494,1.46509,1.6974,1.87095,2.0282,2.26114,2.16353,2.47373,2.88819,2.67029,2.70174,2.14618,2.04291,2.28161,2.1225,1.97332,2.13754,2.57089,2.0515,1.98819,,,,,,,,,,,,,,,,,,,5.259972852789087
17,16,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2021-09-18 00:00:00,2022-04-02 00:00:00,20,77.29504,2.14618,2.04291,2.28161,2.1225,1.97332,2.13754,2.57089,2.0515,1.98819,2.38732,2.88297,3.08425,2.8895,2.96015,3.82622,5.1965,3.96333,3.85161,3.14018,2.047,2.18813,1.99909,2.23731,2.11235,2.48264,2.73962,2.53243,2.57334,2.88646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.808130094862188
18,17,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2022-02-05 00:00:00,2022-08-06 00:00:00,18,54.805240000000005,2.18813,1.99909,2.23731,2.11235,2.48264,2.73962,2.53243,2.57334,2.88646,2.59087,2.50976,2.58981,2.38217,2.11046,2.08261,2.00417,1.4932,2.10038,1.48444,1.17202,1.44778,1.3203,1.2933,1.55015,1.4658,1.79081,1.66584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71150229277365
19,18,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2023-06-24 00:00:00,2024-08-10 00:00:00,51,168.12164400000003,1.13256,0.877768,0.945886,1.17008,1.02191,1.09905,0.914126,0.858484,1.1117,1.3535,1.62937,1.97667,1.68982,1.48553,1.69513,1.8404,2.00765,2.09493,2.2682,2.46945,2.76708,2.71241,3.18904,3.1289,3.38953,4.04429,4.5743,5.49694,4.9758,4.45973,3.79889,3.8916,4.90219,5.99882,6.14614,7.76845,7.82123,6.96411,6.39201,5.07729,4.89595,4.36569,3.7019,3.37072,3.03106,2.36115,2.18153,2.1659,1.84184,1.59299,1.18097,1.21416,1.05624,0.983349,0.993141,1.18408,1.11606,1.15245,1.25774,1.33376,5.609080514433762
20,19,ILI,NEBRASKA,PERCENT_UNWEIGHTED,2024-06-15 00:00:00,2025-05-31 00:00:00,42,150.21113,1.21416,1.05624,0.983349,0.993141,1.18408,1.11606,1.15245,1.25774,1.33376,1.28645,1.53246,1.80476,1.94621,1.95774,1.85602,1.75483,2.05978,2.27366,2.09893,1.97276,2.05312,2.14911,2.24159,2.28404,2.73319,3.07375,3.22925,5.12335,8.25252,7.35885,6.10558,6.55225,7.93809,9.46912,9.52217,9.30201,6.70227,5.04621,4.10227,2.85376,2.63216,2.27677,1.76221,1.73931,1.9955,1.71994,1.15816,,,,,,,,,,,,,,5.179208426960363
21,0,COVID-19,NM,HOSPITALIZATIONS,2021-03-20 00:00:00,2021-07-24 00:00:00,10,2323.0,136.0,108.0,106.0,109.0,119.0,125.0,154.0,246.0,157.0,159.0,139.0,97.0,93.0,96.0,77.0,82.0,103.0,86.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1851744558505635
22,1,COVID-19,NM,HOSPITALIZATIONS,2021-05-29 00:00:00,2022-05-21 00:00:00,43,15284.0,139.0,97.0,93.0,96.0,77.0,82.0,103.0,86.0,131.0,157.0,219.0,304.0,371.0,435.0,451.0,375.0,392.0,307.0,333.0,349.0,341.0,427.0,465.0,452.0,485.0,519.0,476.0,551.0,537.0,439.0,418.0,418.0,490.0,604.0,709.0,682.0,658.0,466.0,314.0,245.0,165.0,137.0,103.0,84.0,68.0,43.0,52.0,58.0,51.0,46.0,76.0,108.0,,,,,,,,,5.3578999450495255
23,2,COVID-19,NM,HOSPITALIZATIONS,2022-03-26 00:00:00,2022-11-05 00:00:00,24,4588.0,84.0,68.0,43.0,52.0,58.0,51.0,46.0,76.0,108.0,124.0,138.0,145.0,196.0,244.0,250.0,208.0,233.0,238.0,235.0,208.0,214.0,178.0,149.0,158.0,148.0,86.0,125.0,104.0,87.0,99.0,148.0,132.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.887494575736332
24,3,COVID-19,NM,HOSPITALIZATIONS,2022-09-10 00:00:00,2023-03-25 00:00:00,20,3856.0,148.0,86.0,125.0,104.0,87.0,99.0,148.0,132.0,155.0,170.0,213.0,233.0,237.0,208.0,180.0,151.0,168.0,105.0,118.0,110.0,106.0,83.0,79.0,92.0,83.0,116.0,104.0,95.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.778732697235408
25,4,COVID-19,NM,HOSPITALIZATIONS,2023-01-28 00:00:00,2023-08-12 00:00:00,20,2038.0,106.0,83.0,79.0,92.0,83.0,116.0,104.0,95.0,121.0,108.0,109.0,113.0,121.0,87.0,91.0,80.0,59.0,54.0,38.0,23.0,33.0,37.0,28.0,30.0,30.0,25.0,27.0,25.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66974569271826
26,5,COVID-19,NM,HOSPITALIZATIONS,2024-06-22 00:00:00,2024-10-12 00:00:00,8,140.0,5.0,5.0,8.0,10.0,10.0,8.0,13.0,7.0,7.0,17.0,7.0,14.0,9.0,2.0,4.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90744926853524
27,6,COVID-19,NM,HOSPITALIZATIONS,2024-08-17 00:00:00,2025-05-31 00:00:00,33,2085.0,7.0,17.0,7.0,14.0,9.0,2.0,4.0,2.0,12.0,17.0,25.0,18.0,91.0,82.0,119.0,122.0,127.0,144.0,134.0,147.0,165.0,132.0,106.0,75.0,57.0,64.0,38.0,54.0,36.0,40.0,19.0,25.0,39.0,33.0,29.0,22.0,25.0,26.0,,,,,,,,,,,,,,,,,,,,,,,4.6905494727811945
29,1,RSV,MD,HOSPITALIZATIONS,2024-06-08 00:00:00,2025-05-31 00:00:00,43,2170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,17.0,75.0,67.0,99.0,113.0,125.0,179.0,199.0,183.0,262.0,154.0,127.0,83.0,90.0,101.0,47.0,58.0,34.0,33.0,19.0,24.0,29.0,15.0,13.0,7.0,6.0,5.0,,,,,,,,,,,,,4.2609618737185935
30,0,COVID-19,CAMEROON,CASES,2020-09-12 00:00:00,2021-08-28 00:00:00,42,63821.0,405.0,422.0,304.0,189.0,279.0,238.0,129.0,223.0,549.0,350.0,836.0,589.0,635.0,391.0,581.0,553.0,571.0,0.0,1162.0,1607.0,0.0,1777.0,704.0,1651.0,1965.0,0.0,4908.0,0.0,7047.0,9668.0,4394.0,3078.0,1189.0,6252.0,2696.0,0.0,2787.0,1196.0,0.0,1161.0,238.0,159.0,371.0,0.0,609.0,536.0,61.0,0.0,390.0,0.0,971.0,,,,,,,,,,4.476157100828578
31,1,COVID-19,CAMEROON,CASES,2021-07-03 00:00:00,2022-01-15 00:00:00,20,29179.0,371.0,0.0,609.0,536.0,61.0,0.0,390.0,0.0,971.0,785.0,0.0,1204.0,0.0,6889.0,3096.0,3003.0,1887.0,2210.0,1849.0,1842.0,0.0,604.0,354.0,401.0,113.0,789.0,916.0,299.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7861222699706403
32,2,COVID-19,CAMEROON,CASES,2021-11-20 00:00:00,2022-06-18 00:00:00,22,13757.0,0.0,604.0,354.0,401.0,113.0,789.0,916.0,299.0,0.0,4447.0,0.0,2605.0,1957.0,432.0,133.0,82.0,0.0,92.0,130.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.093063561243828
33,3,COVID-19,CAMEROON,CASES,2022-04-23 00:00:00,2022-10-22 00:00:00,18,1872.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,55.0,66.0,0.0,0.0,0.0,147.0,0.0,752.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9782392997420508
34,4,COVID-19,CAMEROON,CASES,2022-08-27 00:00:00,2023-02-11 00:00:00,16,3026.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2539183317888545
35,0,SCARLET FEVER,OKLAHOMA,CASES,1928-07-14 00:00:00,1929-02-23 00:00:00,24,958.0,9.0,7.0,3.0,12.0,2.0,14.0,9.0,17.0,7.0,12.0,19.0,35.0,44.0,33.0,46.0,29.0,32.0,31.0,60.0,45.0,66.0,63.0,42.0,31.0,41.0,23.0,21.0,33.0,38.0,40.0,27.0,37.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.781176943443575
36,1,SCARLET FEVER,OKLAHOMA,CASES,1928-12-29 00:00:00,1929-08-31 00:00:00,27,904.0,41.0,23.0,21.0,33.0,38.0,40.0,27.0,37.0,30.0,45.0,31.0,44.0,20.0,48.0,49.0,24.0,44.0,24.0,19.0,27.0,37.0,16.0,12.0,22.0,23.0,11.0,20.0,13.0,10.0,8.0,5.0,6.0,16.0,7.0,17.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,4.976166063460932
37,2,SCARLET FEVER,OKLAHOMA,CASES,1930-07-12 00:00:00,1931-03-28 00:00:00,29,1099.0,8.0,4.0,10.0,10.0,6.0,5.0,4.0,3.0,10.0,15.0,8.0,23.0,41.0,27.0,38.0,38.0,36.0,28.0,46.0,65.0,48.0,44.0,34.0,31.0,55.0,51.0,38.0,44.0,29.0,38.0,30.0,28.0,23.0,29.0,37.0,38.0,40.0,37.0,,,,,,,,,,,,,,,,,,,,,,,4.990136835302049
38,3,SCARLET FEVER,OKLAHOMA,CASES,1931-01-31 00:00:00,1931-08-15 00:00:00,20,633.0,38.0,30.0,28.0,23.0,29.0,37.0,38.0,40.0,37.0,26.0,39.0,25.0,37.0,34.0,22.0,23.0,22.0,11.0,15.0,11.0,6.0,9.0,5.0,7.0,5.0,9.0,11.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61291990909732
39,4,SCARLET FEVER,OKLAHOMA,CASES,1931-06-20 00:00:00,1932-01-02 00:00:00,20,699.0,6.0,9.0,5.0,7.0,5.0,9.0,11.0,7.0,9.0,9.0,8.0,12.0,14.0,21.0,24.0,26.0,34.0,40.0,37.0,52.0,26.0,53.0,39.0,45.0,25.0,38.0,40.0,46.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5306228386610226
40,5,SCARLET FEVER,OKLAHOMA,CASES,1931-11-07 00:00:00,1932-08-13 00:00:00,32,957.0,26.0,53.0,39.0,45.0,25.0,38.0,40.0,46.0,42.0,42.0,48.0,26.0,35.0,31.0,55.0,10.0,30.0,35.0,30.0,17.0,25.0,20.0,28.0,6.0,21.0,12.0,16.0,8.0,5.0,3.0,8.0,15.0,11.0,6.0,10.0,8.0,6.0,9.0,8.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,5.040510408223646
41,6,SCARLET FEVER,OKLAHOMA,CASES,1933-07-01 00:00:00,1934-07-28 00:00:00,48,1037.0,8.0,7.0,4.0,1.0,8.0,7.0,3.0,4.0,5.0,4.0,17.0,7.0,26.0,12.0,7.0,35.0,27.0,26.0,29.0,37.0,36.0,39.0,64.0,41.0,47.0,20.0,53.0,39.0,24.0,22.0,23.0,29.0,27.0,27.0,20.0,18.0,17.0,10.0,16.0,26.0,47.0,7.0,9.0,9.0,15.0,16.0,2.0,5.0,7.0,6.0,5.0,5.0,7.0,3.0,6.0,6.0,10.0,,,,5.389633727517148
42,7,SCARLET FEVER,OKLAHOMA,CASES,1935-06-08 00:00:00,1936-04-04 00:00:00,35,883.0,7.0,4.0,14.0,8.0,1.0,11.0,4.0,11.0,8.0,8.0,8.0,4.0,4.0,13.0,9.0,8.0,8.0,19.0,19.0,11.0,21.0,15.0,14.0,13.0,20.0,43.0,23.0,25.0,36.0,31.0,33.0,36.0,60.0,48.0,36.0,21.0,35.0,31.0,22.0,22.0,25.0,34.0,24.0,36.0,,,,,,,,,,,,,,,,,5.1418723603823935
43,8,SCARLET FEVER,OKLAHOMA,CASES,1936-02-08 00:00:00,1936-09-26 00:00:00,25,722.0,21.0,35.0,31.0,22.0,22.0,25.0,34.0,24.0,36.0,39.0,53.0,52.0,54.0,36.0,56.0,34.0,26.0,0.0,21.0,10.0,10.0,10.0,5.0,11.0,3.0,5.0,10.0,3.0,1.0,7.0,8.0,6.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.619849584202675
44,9,SCARLET FEVER,OKLAHOMA,CASES,1936-08-01 00:00:00,1937-04-24 00:00:00,30,720.0,5.0,10.0,3.0,1.0,7.0,8.0,6.0,2.0,10.0,8.0,7.0,5.0,5.0,22.0,15.0,23.0,21.0,14.0,16.0,23.0,11.0,36.0,16.0,17.0,27.0,25.0,22.0,34.0,27.0,31.0,41.0,40.0,34.0,0.0,19.0,22.0,33.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,4.940090217274131
45,10,SCARLET FEVER,OKLAHOMA,CASES,1937-02-27 00:00:00,1937-09-04 00:00:00,19,547.0,41.0,40.0,34.0,0.0,19.0,22.0,33.0,33.0,41.0,27.0,36.0,21.0,29.0,22.0,19.0,9.0,13.0,9.0,7.0,8.0,7.0,18.0,13.0,7.0,6.0,7.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.513819846932179
46,11,SCARLET FEVER,OKLAHOMA,CASES,1938-07-09 00:00:00,1939-08-26 00:00:00,51,1507.0,9.0,12.0,12.0,7.0,6.0,8.0,5.0,17.0,5.0,10.0,15.0,19.0,20.0,33.0,27.0,31.0,30.0,32.0,32.0,46.0,27.0,42.0,56.0,40.0,48.0,59.0,47.0,47.0,51.0,54.0,67.0,71.0,52.0,49.0,45.0,33.0,62.0,38.0,33.0,22.0,24.0,0.0,15.0,20.0,23.0,16.0,16.0,10.0,4.0,5.0,7.0,9.0,4.0,5.0,1.0,6.0,8.0,4.0,6.0,5.0,5.46844965132319
47,12,SCARLET FEVER,OKLAHOMA,CASES,1939-07-01 00:00:00,1940-04-27 00:00:00,35,719.0,9.0,4.0,5.0,1.0,6.0,8.0,4.0,6.0,5.0,9.0,6.0,9.0,4.0,13.0,9.0,10.0,20.0,20.0,23.0,14.0,23.0,27.0,24.0,18.0,17.0,23.0,23.0,28.0,35.0,25.0,43.0,31.0,31.0,23.0,12.0,13.0,15.0,15.0,20.0,11.0,16.0,33.0,16.0,12.0,,,,,,,,,,,,,,,,,5.20115136020773
48,13,SCARLET FEVER,OKLAHOMA,CASES,1940-03-02 00:00:00,1940-09-07 00:00:00,19,324.0,13.0,15.0,15.0,20.0,11.0,16.0,33.0,16.0,12.0,18.0,15.0,6.0,6.0,10.0,5.0,16.0,8.0,15.0,9.0,3.0,5.0,13.0,9.0,4.0,7.0,7.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.621441584857788
49,14,SCARLET FEVER,OKLAHOMA,CASES,1941-07-19 00:00:00,1942-08-01 00:00:00,46,735.0,13.0,6.0,4.0,9.0,3.0,5.0,3.0,11.0,10.0,5.0,12.0,16.0,13.0,14.0,18.0,21.0,17.0,20.0,23.0,22.0,24.0,27.0,17.0,25.0,22.0,16.0,33.0,15.0,24.0,25.0,26.0,17.0,32.0,11.0,5.0,21.0,17.0,15.0,13.0,17.0,7.0,5.0,4.0,2.0,10.0,12.0,11.0,4.0,2.0,1.0,4.0,2.0,10.0,9.0,5.0,,,,,,5.489684628821635
50,15,SCARLET FEVER,OKLAHOMA,CASES,1942-06-06 00:00:00,1943-02-13 00:00:00,28,530.0,11.0,4.0,2.0,1.0,4.0,2.0,10.0,9.0,5.0,19.0,6.0,3.0,4.0,8.0,19.0,6.0,12.0,10.0,22.0,23.0,26.0,20.0,35.0,23.0,20.0,17.0,20.0,26.0,13.0,27.0,15.0,18.0,8.0,7.0,29.0,14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,4.8917848347028245
51,16,SCARLET FEVER,OKLAHOMA,CASES,1942-12-19 00:00:00,1943-09-25 00:00:00,32,543.0,13.0,27.0,15.0,18.0,8.0,7.0,29.0,14.0,32.0,12.0,28.0,27.0,28.0,27.0,14.0,17.0,39.0,16.0,19.0,15.0,12.0,16.0,10.0,4.0,16.0,13.0,7.0,9.0,4.0,7.0,3.0,6.0,6.0,2.0,5.0,5.0,3.0,5.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,4.96996460438249
52,17,SCARLET FEVER,OKLAHOMA,CASES,1943-07-31 00:00:00,1944-01-29 00:00:00,18,625.0,6.0,2.0,5.0,5.0,3.0,5.0,0.0,0.0,5.0,10.0,8.0,17.0,8.0,8.0,55.0,58.0,73.0,75.0,10.0,26.0,22.0,30.0,69.0,25.0,18.0,77.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9633827416361043
53,18,SCARLET FEVER,OKLAHOMA,CASES,1943-12-04 00:00:00,1944-09-02 00:00:00,31,795.0,10.0,26.0,22.0,30.0,69.0,25.0,18.0,77.0,5.0,75.0,48.0,27.0,32.0,50.0,14.0,16.0,18.0,13.0,34.0,22.0,2.0,22.0,27.0,15.0,42.0,14.0,6.0,10.0,6.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,4.627220089692304
54,19,SCARLET FEVER,OKLAHOMA,CASES,1944-07-08 00:00:00,1945-03-17 00:00:00,28,715.5,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,6.0,3.0,6.0,9.5,13.0,13.0,21.0,20.0,21.0,30.0,24.0,31.0,28.0,32.0,26.0,56.0,21.0,55.0,30.0,31.0,22.0,18.0,16.0,35.0,35.0,27.0,25.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,4.7100864282608885
